SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Victoria Elementary,"1521 Eighth St, Victoria, VA 23974",510231000949,https://www.lunenburgcountyschools.org/o/victoria-elementary,1
Carl B. Hutcherson Building,"2401 High Street, Lynchburg, VA 24501",510234002206,https://projects.propublica.org/miseducation/school/510234002206,5
Jennie Dean Elementary,"9601 Prince William St, Manassas, VA 20110",510236000977,https://www.mcpsva.org/jenniedeanes,1
Osbourn High,"9005 Tudor Ln, Manassas, VA 20110",510236000978,https://www.mcpsva.org/Page/2286,1
Weems Elementary,"8750 Weems Rd, Manassas, VA 20110",510236000979,https://www.mcpsva.org/weemses,1
Mayfield Intermediate,"9400 Mayfield Court, Manassas, VA 20110",510236002637,https://www.mcpsva.org/mayfieldis,1
Baldwin Intermediate School,"No Street Address, Manassas, VA 20110",510236003034,https://www.mcpsva.org/domain/1120,2
Madison County High,"68 Mountaineer Lane, Madison, VA 22727",510237000972,https://www2.madisonschools.k12.va.us/mchs,1
Madison Primary,"158 Primary School Drive, Madison, VA 22727",510237000973,https://www2.madisonschools.k12.va.us/mps,1
Waverly Yowell Elementary,"1809 North Main Street, Madison, VA 22727",510237000974,https://www2.madisonschools.k12.va.us/wyes,1
Manassas Park Elementary,"9298 Cougar Court, Manassas Park, VA 20111",510239000982,https://www.mpark.net/our-schools/manassas-park-elementary-school,1
Manassas Park Middle,"8202 Euclid Ave, Manassas Park, VA 20111",510239002227,https://www.mpark.net/our-schools/manassas-park-middle-school,1
Martinsville High,"351 Commonwealth Blvd, Martinsville, VA 24112",510240000988,https://mhs.martinsville.k12.va.us/,1
Martinsville Middle,"201 Brown St., Martinsville, VA 24112",510240000989,https://www.martinsville-va.gov/resources/education/martinsville-middle-school,1
Albert Harris Elementary,"710 Smith Road, Martinsville, VA 24112",510240002616,https://www.martinsville-va.gov/resources/education/albert-harris-elementary-school,1
Patrick Henry Elementary,"1810 Church Street Ext., Martinsville, VA 24112",510240002617,https://phes.martinsville.k12.va.us/,2
Clearview Early Childhood Center,"800 Ainsley Street, Martinsville, VA 24112",510240002618,https://www.martinsville-va.gov/resources/education/clearview-early-childhood-center,1
Mathews High,"Rt 198 9889 Buckley Hall Road, Mathews, VA 23109",510243000993,https://www.hisawyer.com/listings/providers/54353-mathews-high,1
Thomas Hunter Middle,"Rt 611 387 Church St, Mathews, VA 23109",510243000994,https://www.mathews.k12.va.us/en-US/thomas-hunter-middle-fad6b3af,1
Bluestone Middle,"250 Middle School Road, Skipwith, VA 23968",510246000995,https://mcpsweb.org/?page_id=28856,1
Chase City Elementary,"5450 Highway Forty-Seven, Chase City, VA 23924",510246001002,https://mcpsweb.org/?page_id=28623,1
Clarksville Elementary,"1696 Noblin Farm Road, Clarksville, VA 23927",510246001004,https://mcpsweb.org/?page_id=28511,1
Park View Middle,"365 Dockery Road, South Hill, VA 23970",510246001007,https://mcpsweb.org/?page_id=28758,1
Park View High,"205 Park View Circle, South Hill, VA 23970",510246001008,https://mcpsweb.org/?page_id=28922,1
South Hill Elementary,"1290 Plank Road, South Hill, VA 23970",510246001009,https://mcpsweb.org/?page_id=28723,1
Middlesex High,"454 General Puller Highway, Saluda, VA 23149",510249001012,https://www.hisawyer.com/listings/schools/54364-middlesex-high,2
St. Clare Walker Middle,"6814 General Puller Highway, Locust Hill, VA 23092",510249002195,https://schoolquality.virginia.gov/schools/st-clare-walker-middle-school,5
Middlesex Elementary,"823 Philpot Rd., Locust Hill, VA 23092",510249002293,https://mes.mcps.k12.va.us/en-US/login,4
Falling Branch Elementary,"735 Falling Branch Rd, Christiansburg, VA 24073",510252000178,http://fbes.mcps.org/,1
Kipps Elementary,"2801 Prices Fork Rd, Blacksburg, VA 24060",510252000916,http://kes.mcps.org/,1
Auburn High,"1650 AUBURN SCHOOL DR, Riner, VA 24149",510252001013,http://ahs.mcps.org/,1
Belview Elementary,"3187 Peppers Ferry Rd, Radford, VA 24141",510252001014,http://bes.mcps.org/,1
Blacksburg High,"3401 Bruin Lane, Blacksburg, VA 24060",510252001016,http://bhs.mcps.org/,1
Blacksburg Middle,"3109 Price's Fork Rd., Blacksburg, VA 24060",510252001017,http://bms.mcps.org/,1
Christiansburg High,"100 Independence Blvd, Christiansburg, VA 24073",510252001019,http://chs.mcps.org/,1
Christiansburg Middle,"1205 Buffalo Drive NW, Christiansburg, VA 24073",510252001020,http://cms.mcps.org/,1
Christiansburg Primary,"240 Betty Drive, Christiansburg, VA 24073",510252001021,http://cps.mcps.org/,1
Gilbert Linkous Elementary,"813 Toms Creek Rd, Blacksburg, VA 24060",510252001023,http://gles.mcps.org/,1
Harding Avenue Elementary,"429 Harding Avenue, Blacksburg, VA 24060",510252001024,http://haes.mcps.org/,1
Margaret Beeks Elementary,"709 Airport Rd, Blacksburg, VA 24060",510252001025,http://mbes.mcps.org/,1
Shawsville Middle,"4179 Old Town Rd, Shawsville, VA 24162",510252001029,http://sms.mcps.org/,1
Auburn Elementary,"1760 AUBURN SCHOOL DR., Riner, VA 24149",510252001859,http://aes.mcps.org/,1
Auburn Middle,"4163 Riner Rd, Riner, VA 24149",510252001916,http://ams.mcps.org/,1
Christiansburg Elementary,"160 Wades Lane, Christiansburg, VA 24073",510252002126,http://ces.mcps.org/,1
Montgomery Central,"208 College St., Christiansburg, VA 24073",510252002155,http://mc.mcps.org/,1
Eastern Montgomery High,"4695 Crozier Rd, Elliston, VA 24087",510252002541,http://emhs.mcps.org/,1
Eastern Montgomery Elementary,"4580 Eastern Montgomery Ln., Elliston, VA 24087",510252002818,http://emes.mcps.org/,1
Nelson County High,"6919 Thomas Nelson Hwy, Lovingston, VA 22949",510258001032,https://nchs.nelson.k12.va.us/en-US/about-us-d5525dcf,1
Nelson Middle,"6925 Thomas Nelson Highway, Lovingston, VA 22949",510258001033,https://nms.nelson.k12.va.us/en-US,2
Tye River Elementary,"5198 Thomas Nelson Hwy, Arrington, VA 22922",510258001160,https://tres.nelson.k12.va.us/en-US,1
Rockfish River Elementary,"200 Chapel Hollow Rd, Afton, VA 22920",510258001917,https://rres.nelson.k12.va.us/en-US,1
New Kent Middle,"7501 Egypt Road, New Kent, VA 23124",510261001037,http://nkms.newkentschools.org/,1
George W. Watkins Elementary,"6501 New Kent Hwy, Quinton, VA 23141",510261001038,http://gwes.newkentschools.org/,1
New Kent Elementary,"11705 New Kent Hwy, New Kent, VA 23124",510261001039,http://nkes.newkentschools.org/,1
New Kent High,"7365 Egypt Rd, New Kent, VA 23124",510261002156,http://nkhs.newkentschools.org/contact,1
Kiln Creek Elementary,"1501 Kiln Creek Pkwy, Newport News, VA 23602",510264000358,http://kilncreek.nn.k12.va.us/,1
B.C. Charles Elementary,"701 Menchville Road, Newport News, VA 23602",510264001040,http://charles.nn.k12.va.us/,1
B.T. Washington Middle,"3700 Chestnut Ave, Newport News, VA 23607",510264001041,http://washington.nn.k12.va.us/,1
Carver Elementary,"6160 Jefferson Ave, Newport News, VA 23605",510264001043,http://carver.nn.k12.va.us/,1
Denbigh High,"259 Denbigh Blvd, Newport News, VA 23608",510264001047,http://denbigh.nn.k12.va.us/,1
Hidenwood Elementary,"501 Blount Point Rd, Newport News, VA 23606",510264001051,http://hidenwood.nn.k12.va.us/,1
Hilton Elementary,"225 River Rd, Newport News, VA 23601",510264001052,http://hilton.nn.k12.va.us/,1
Lee Hall Elementary,"17346 Warwick Blvd, Newport News, VA 23603",510264001061,http://leehall.nn.k12.va.us/,1
Discovery Stem Academy,"1712 Chestnut Ave, Newport News, VA 23607",510264001062,http://discovery.nn.k12.va.us/,1
Menchville High,"275 Menchville Rd, Newport News, VA 23602",510264001063,http://menchville.nn.k12.va.us/,1
Newsome Park Elementary,"4200 Marshall Ave, Newport News, VA 23607",510264001065,http://npes.nn.k12.va.us/,1
Richneck Elementary,"205 Tyner Drive, Newport News, VA 23608",510264001071,http://richneck.nn.k12.va.us/,1
Riverside Elementary,"1100 Country Club Road, Newport News, VA 23606",510264001072,http://riverside.nn.k12.va.us/,1
Sedgefield Elementary,"804 Main Street, Newport News, VA 23605",510264001074,http://sedgefield.nn.k12.va.us/,1
Warwick High,"51 Copeland Lane, Newport News, VA 23601",510264001076,http://warwick.nn.k12.va.us/,2
Crittenden Middle,"6158 Jefferson Ave, Newport News, VA 23605",510264001237,http://crittenden.nn.k12.va.us/,1
Heritage High,"5800 Marshall Ave, Newport News, VA 23605",510264001451,http://heritage.nn.k12.va.us/,1
Woodside High,"13450 Woodside Lane, Newport News, VA 23608",510264001453,http://woodside.nn.k12.va.us/,1
Deer Park Elementary,"11541 Jefferson Ave, Newport News, VA 23601",510264001637,http://deerpark.nn.k12.va.us/,1
Denbigh Early Childhood Center,"15638 Warwick Blvd., Newport News, VA 23608",510264002296,http://decc.nn.k12.va.us/,1
Achievable Dream Academy,"726 16th St., Newport News, VA 23607",510264002343,http://aadacademy.nn.k12.va.us/,1
General Stanford Elementary,"929 Madison Ave., Ft. Eustis, VA 23604",510264002422,http://generalstanford.nn.k12.va.us/,1
Lee Hall Early Childhood Center,"17346 Warwick Blvd, Newport News, VA 23603",510264002470,http://lhecc.nn.k12.va.us/,1
Watkins Early Childhood Center,"21 Burns Drive, Newport News, VA 23601",510264002471,http://watkinsecc.nn.k12.va.us/,1
Azalea Gardens Middle,"7721 Azalea Garden Rd, Norfolk, VA 23518",510267001078,https://schoolquality.virginia.gov/schools/azalea-gardens-middle,4
Richard Bowling Elementary,"2700 E. Princess Anne Rd., Norfolk, VA 23504",510267001083,https://schoolquality.virginia.gov/schools/richard-bowling-elementary,4
Southside Stem Academy At Campostella,"1106 Campostella Rd., Norfolk, VA 23523",510267001085,https://schoolquality.virginia.gov/schools/southside-stem-academy-at-campostella,3
Granby Elementary,"7101 Newport Ave, Norfolk, VA 23505",510267001097,https://schoolquality.virginia.gov/schools/granby-elementary,3
Matthew Fontaine Maury High,"322 Shirley Ave, Norfolk, VA 23517",510267001117,https://schoolquality.virginia.gov/schools/matthew-fontaine-maury-high,3
Norfolk Technical Center,"1330 N Military Hwy, Norfolk, VA 23502",510267001119,https://www.campusexplorer.com/colleges/237927DC/Virginia/Norfolk/Norfolk-Technical-Center/,4
Walter Herron Taylor Elementary,"1122 W. Princess Anne Road, Norfolk, VA 23507",510267001144,https://www.hisawyer.com/listings/schools/54465-walter-herron-taylor-elementary,2
P.B. Young Sr. Elementary,"543 E. Olney Rd, Norfolk, VA 23510",510267001147,https://schoolquality.virginia.gov/schools/p-b-young-sr-elementary,3
Madison Alternative Center,"3700 Bowdens Ferry Rd, Norfolk, VA 23508",510267002128,https://www.k12jobspot.com/School/73905,5
Occohannock Elementary,"4208 Seaside Rd, Exmore, VA 23350",510271000554,https://schoolquality.virginia.gov/schools/occohannock-elementary,3
Northumberland High,"201 Academic Lane, Heathsville, VA 22473",510273001159,http://nucpsnhs.ss5.sharpschool.com/,1
Northumberland Elementary,"757 Academic Lane, Heathsville, VA 22473",510273001392,http://nucpsnes.ss5.sharpschool.com/,1
Northumberland Middle,"175 Academic Lane, Heathsville, VA 22473",510273001941,http://nucpsnms.ss5.sharpschool.com/,1
Norton Elementary,"205 E Park Ave, Norton, VA 24273",510276001163,https://www.nortoncityschools.org/2/home,1
Nottoway Intermediate,"5285 Old Nottoway Road, Crewe, VA 23930",510279001165,https://intermediate.nottowayschools.org/,1
Blackstone Primary,"615 East Street, Blackstone, VA 23824",510279001166,http://www.nottowayschools.org/schools/blackstone_primary,1
Crewe Primary,"1953 Sunnyside Rd, Crewe, VA 23930",510279001169,https://crewe.nottowayschools.org/,1
Nottoway High,"5267 Old Nottoway Rd, Crewe, VA 23930",510279001942,https://highschool.nottowayschools.org/,1
Nottoway Middle,"5279 Old Nottoway Rd, Crewe, VA 23930",510279001943,https://middle.nottowayschools.org/,1
Gordon-Barbour Elementary,"500 W Baker Street, Gordonsville, VA 22942",510282001172,https://schoolquality.virginia.gov/schools/gordon-barbour-elementary,3
Lightfoot Elementary,"11360 Zachary Taylor Hwy, Unionville, VA 22567",510282001173,https://schoolquality.virginia.gov/schools/lightfoot-elementary,3
Orange County High,"201 Selma Road, Orange, VA 22960",510282001174,https://www.ocss-va.org/schools/,1
Orange Elementary,"230 Montevista Avenue, Orange, VA 22960",510282001175,https://www.ocss-va.org/schools/,1
Prospect Heights Middle,"202 Dailey Drive, Orange, VA 22960",510282001176,https://www.ocss-va.org/schools/,1
Unionville Elementary,"10285 Zachary Taylor Hwy, Unionville, VA 22567",510282001177,https://schoolquality.virginia.gov/schools/unionville-elementary,4
Locust Grove Elementary,"31208 Constitution Highway, Locust Grove, VA 22508",510282002196,https://www.ocss-va.org/schools/,1
Locust Grove Middle,"6368 Flat Run Road, Locust Grove, VA 22508",510282002340,https://www.ocss-va.org/schools/,1
Locust Grove Primary School,"31230 Constitution Highway, Locust Grove, VA 22508",510282002854,https://www.ocss-va.org/schools/,1
Page County Technical Center,"525 Middleburg Road, Luray, VA 22835",510285000578,https://www.pagecounty.k12.va.us/o/pctc/page/about-us--1047,1
Luray Elementary,"555 First St, Luray, VA 22835",510285001179,https://www.pagecounty.k12.va.us/o/luray-es,1
Luray High,"243 Bulldog Drive, Luray, VA 22835",510285001180,https://www.pagecounty.k12.va.us/o/luray-hs/browse/84271,1
Page County High,"184 Panther Drive, Shenandoah, VA 22849",510285001181,https://www.pagecounty.k12.va.us/o/pchs,1
Shenandoah Elementary,"529 4th Street, Shenandoah, VA 22849",510285001182,https://www.pagecounty.k12.va.us/o/shenandoah-es/documents,1
Springfield Elementary,"158 Big Spring Lane, Rileyville, VA 22650",510285001183,https://www.pagecounty.k12.va.us/o/springfield-es,1
Stanley Elementary,"306 Aylor Grubbs Ave, Stanley, VA 22851",510285001184,https://www.pagecounty.k12.va.us/o/stanley-es,1
Luray Middle,"14 Luray Avenue, Luray, VA 22835",510285002799,https://www.pagecounty.k12.va.us/o/luray-ms,1
Page County Middle,"198 Panther Drive, Shenandoah, VA 22849",510285002801,https://www.pagecounty.k12.va.us/o/pcms/browse/84252,1
Grove Hill Preschool Academy,"7979 US Highway 340, Shenandoah, VA 22849",510285002964,https://www.hisawyer.com/listings/schools/54509-grove-hill-preschool-academy,4
Blue Ridge Elementary,"5135 Ararat Hwy, Ararat, VA 24053",510288001185,https://bre.patrick.k12.va.us/,1
Meadows Of Dan Elementary,"3003 Jeb Stuart Hwy, Meadows of Dan, VA 24120",510288001187,https://mde.patrick.k12.va.us/,1
Patrick County High,"215 Cougar Lane, Stuart, VA 24171",510288001188,https://pch.patrick.k12.va.us/,1
Stuart Elementary,"314 Staples Ave, Stuart, VA 24171",510288001191,https://se.patrick.k12.va.us/,1
Woolwine Elementary,"9993 Woolwine Hwy, Woolwine, VA 24185",510288001192,https://we.patrick.k12.va.us/,1
Petersburg High,"3101 Johnson Road, Petersburg, VA 23805",510291001198,https://www.petersburg.k12.va.us/PHS,1
Robert E. Lee Elementary,"51 Gibbons St, Petersburg, VA 23803",510291001200,https://www.hisawyer.com/listings/providers/54531-robert-e-lee-elementary,1
Walnut Hill Elementary,"300 S Boulevard, Petersburg, VA 23805",510291001203,https://www.petersburg.k12.va.us/walnuthill,1
Vernon Johns Middle,"3101 Homestead Drive, Petersburg, VA 23805",510291002794,https://www.petersburg.k12.va.us/vjms,1
Tunstall Middle,"1160 Tunstall High Rd., Dry Fork, VA 24549",510294001206,https://tms.pcs.k12.va.us/,1
Chatham Middle,"11650 US Highway 29 North, Chatham, VA 24531",510294001208,https://cms.pcs.k12.va.us/,1
Chatham Elementary,"245 Chatham Elementary Lane, Chatham, VA 24531",510294001209,https://ces.pcs.k12.va.us/,1
Chatham High,"100 Cavalier Cir, Chatham, VA 24531",510294001210,https://chs.pcs.k12.va.us/,1
Dan River Middle,"5875 Kentuck Rd., Ringgold, VA 24586",510294001213,https://drms.pcs.k12.va.us/,1
Dan River High,"100 Dan River Wildcat Cir, Ringgold, VA 24586",510294001214,https://drhs.pcs.k12.va.us/,1
Gretna Elementary,"302 Franklin Blvd South, Gretna, VA 24557",510294001216,https://ges.pcs.k12.va.us/,1
Gretna Middle,"201 Coffey Street, Gretna, VA 24557",510294001217,https://gms.pcs.k12.va.us/,1
Gretna High,"100 Gretna Hawk Cir, Gretna, VA 24557",510294001218,https://ghs.pcs.k12.va.us/,1
Kentuck Elementary,"100 Kentuck Elementary Cir, Ringgold, VA 24586",510294001220,https://kes.pcs.k12.va.us/,1
Southside Elementary,"440 East Witt Rd, Blairs, VA 24527",510294001224,https://sse.pcs.k12.va.us/,1
Stony Mill Elementary,"100 Stony Mill Elementary Cir, Danville, VA 24541",510294001226,https://sme.pcs.k12.va.us/,1
Tunstall High,"100 Trojan Cir, Dry Fork, VA 24549",510294001227,https://ths.pcs.k12.va.us/,1
Union Hall Elementary,"100 Union Hall Cir, Chatham, VA 24531",510294001228,https://uhe.pcs.k12.va.us/,1
Twin Springs Elementary,"100 Twin Springs Elem Cir, Danville, VA 24540",510294001395,https://tse.pcs.k12.va.us/,1
Brosville Elementary,"195 Bulldog Ln., Danville, VA 24541",510294002454,https://bes.pcs.k12.va.us/,1
Poquoson Elementary,"1033 Poquoson Ave, Poquoson, VA 23662",510298001230,https://www.poquoson.k12.va.us/pes,1
Poquoson High,"51 Odd Rd, Poquoson, VA 23662",510298001231,https://www.poquoson.k12.va.us/phs,1
Poquoson Middle,"985 Poquoson Ave, Poquoson, VA 23662",510298001232,https://www.poquoson.k12.va.us/PMS,1
Poquoson Primary,"19 Odd Rd, Poquoson, VA 23662",510298002157,https://www.poquoson.k12.va.us/pps,1
Churchland High,"4301 Cedar Ln, Portsmouth, VA 23703",510300000375,http://chs.ppsk12.us/,1
Cradock Middle,"21 Alden Ave, Portsmouth, VA 23702",510300001234,http://cms.ppsk12.us/,1
Churchland Elementary,"5601 Michael Ln, Portsmouth, VA 23703",510300001239,http://ces.ppsk12.us/,1
Churchland Middle,"4051 River Shore Rd, Portsmouth, VA 23703",510300001241,http://chms.ppsk12.us/,1
Churchland Primary & Intermediate,"5700 Hedgerow Ln, Portsmouth, VA 23703",510300001242,http://cpri.ppsk12.us/,1
Douglass Park Elementary,"34 Grand St, Portsmouth, VA 23701",510300001245,http://dpes.ppsk12.us/,1
Hodges Manor Elementary,"1201 Cherokee Rd, Portsmouth, VA 23701",510300001249,http://hmes.ppsk12.us/,1
I.C. Norcom High,"1801 London Blvd, Portsmouth, VA 23704",510300001250,http://nhs.ppsk12.us/,1
James Hurst Elementary,"18 Dahlgren Ave, Portsmouth, VA 23702",510300001252,http://jhes.ppsk12.us/,1
