SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Loxley Elementary School,"4999 South Magnolia St, Loxley, AL 36551",10027001714,https://www.bcbe.org/loxleyelem,1
Robertsdale Elementary School,"1 Cub Drive, Robertsdale, AL 36567",10027001716,https://www.bcbe.org/robertsdaleelem,1
Daphne High School,"9300 Champions Way, Daphne, AL 36526",10027001759,https://www.bcbe.org/dhs,1
Foley High School,"1 Pride Pl, Foley, AL 36535",10027001784,https://www.bcbe.org/foley,1
Baldwin County High School,"One Tiger Dr, Bay Minette, AL 36507",10027001810,https://www.bcbe.org/bchs,1
Bay Minette Middle School,"1311 W 13th Street, Bay Minette, AL 36507",10027001859,https://www.bcbe.org/domain/78,1
Spanish Fort Middle School,"33899 Jimmy Faulkner Drive, Spanish Fort, AL 36527",10027001888,https://www.bcbe.org/sfms,1
Daphne East Elementary School,"26651 County Road 13, Daphne, AL 36526",10027002072,https://www.bcbe.org/dee,1
Spanish Fort High School,"One Plaza De Toros, Spanish Fort, AL 36527",10027002073,https://www.bcbe.org/sfhs,1
Barbour County High School,"165 S Midway, Clayton, AL 36016",10030000074,http://www.barbourschools.org/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=4735,1
Barbour County Intermediate School,"18 Beaty Drive, Louisville, AL 36048",10030001641,https://barbourcountyinterbarboural.schoolinsites.com/,1
Bessemer City Middle School,"100 High School Drive, Bessemer, AL 35020",10033000086,https://www.bessemercitymiddleschool.com/,1
Bessemer City High School,"4950 Premiere Parkway, Bessemer, AL 35022",10033000087,https://lanier.bcss.schoolinsites.com/,1
New Horizon Alternative School,"1701 6th Ave N, Bessemer, AL 35020",10033001264,https://newhorizon.bcsa.schoolinsites.com/,5
Bessemer Center For Technology,"4940 Premiere Parkway, Bessemer, AL 35022",10033001267,https://bessemer.bcst.schoolinsites.com/,1
Abrams Elementary School,"1200 23rd Street N, Bessemer, AL 35020",10033001479,https://www.abramselementaryschool.com/,2
Bibb County High School,"220 Birmingham Rd, Centreville, AL 35042",10036000092,https://bchs.bibbed.org/apps/contact/,1
Centreville Middle School,"1621 Montgomery Hwy, Centreville, AL 35042",10036000094,https://cms.bibbed.org/,1
Brent Elementary School,"160 4th Street, Brent, AL 35034",10036000095,https://bes.bibbed.org/,1
Randolph Elementary School,"7259 Highway 36, Randolph, AL 36792",10036000096,https://res.bibbed.org/,1
West Blocton Elementary School,"828 Cahaba River Dr, West Blocton, AL 35184",10036000098,https://wbes.bibbed.org/,1
West Blocton High School,"4734 Truman Aldrich Parkway, West Blocton, AL 35184",10036000099,http://westbloctonhighschool.com/contact-us/,1
Bibb County Career Academy,"17191 Highway 5, West Blocton, AL 35184",10036000669,https://bcca.bibbed.org/,1
West Blocton Middle School,"4721 Truman Aldrich Pkwy, West Blocton, AL 35184",10036001426,https://wbms.bibbed.org/,1
Woodstock Elementary School,"19456 Eastern Valley Rd, Woodstock, AL 35188",10036001480,https://wes.bibbed.org/,1
Avondale Elementary School,"4000 8th Ct S, Birmingham, AL 35222",10039000103,https://www.bhamcityschools.org/avondale,1
Barrett Elementary School,"7601 Division Ave, Birmingham, AL 35206",10039000106,https://www.bhamcityschools.org/barrett,1
Central Park Elementary School,"4915 Ave Q, Birmingham, AL 35208",10039000112,https://www.bhamcityschools.org/centralpark,1
Green Acres Middle School,"1220 67th Street West, Birmingham, AL 35228",10039000133,https://www.bhamcityschools.org/greenacres,1
Hemphill Elementary School,"714 12th Street SW, Birmingham, AL 35211",10039000136,https://www.bhamcityschools.org/Page/80,1
Huffman Middle School,"517 Huffman Rd, Birmingham, AL 35215",10039000140,https://www.bhamcityschools.org/Domain/21,1
Minor Elementary School,"2425 Ave SEnsley, Birmingham, AL 35218",10039000156,https://www.bhamcityschools.org/minor,1
Norwood Elementary School,"3136 Norwood Blvd, Birmingham, AL 35234",10039000161,https://www.bhamcityschools.org/norwood,1
Parker High School,"400 Abraham Woods Jr Blvd, Birmingham, AL 35204",10039000165,https://www.bhamcityschools.org/parker,1
Ramsay High School,"1800 13th Ave S, Birmingham, AL 35205",10039000176,https://www.bhamcityschools.org/ramsay,1
Robinson Elementary School,"8400 1st Ave S, Birmingham, AL 35206",10039000179,https://www.bhamcityschools.org/robinson,1
Smith Middle School,"1124 Five Mile Rd, Birmingham, AL 35215",10039000184,https://www.bhamcityschools.org/Domain/24,1
Tuggle Elementary School,"412 12th Ct N, Birmingham, AL 35204",10039000187,https://www.bhamcityschools.org/Tuggle,4
Jones Valley Middle School,"2000 31st Street SW, Birmingham, AL 35221",10039000191,https://www.bhamcityschools.org/jonesvalley,1
Wenonah High School,"2800 Wilson Rd SW, Birmingham, AL 35221",10039000192,https://www.bhamcityschools.org/Wenonah,1
Wilkerson Middle School,"116 11th Ct W, Birmingham, AL 35204",10039000196,https://www.bhamcityschools.org/wilkerson,2
Dupuy Alternative School,"4500 14th Ave N, Birmingham, AL 35212",10039001288,https://www.bhamcityschools.org/dupuy,1
Glen Iris Elementary School,"1115 11th Street South, Birmingham, AL 35205",10039001484,https://www.bhamcityschools.org/gleniris,1
Sun Valley Elementary School,"1010 18th Ave NW, Birmingham, AL 35215",10039001762,https://www.bhamcityschools.org/sunvalley,1
Ossie Ware Mitchell Middle School,"501 81st Street South, Birmingham, AL 35206",10039001823,https://www.bhamcityschools.org/ossiewaremitchell,1
Phillips Academy,"2316 7th Avenue North, Birmingham, AL 35203",10039001878,https://www.bhamcityschools.org/phillips,1
Huffman Academy,"1212 Cheyenne Boulevard, Birmingham, AL 35215",10039002185,https://www.bhamcityschools.org/huffmanacademy,1
West End Academy,"1840 Pearson Avenue SW, Birmingham, AL 35211",10039002187,https://www.bhamcityschools.org/westend,1
Hayes K8,"505 43rd Street North, Birmingham, AL 35222",10039002206,https://www.bhamcityschools.org/hayes,1
Hayden Elementary School,"4111 State Highway 160, Hayden, AL 35079",10042000101,http://blcshes.ss19.sharpschool.com/,1
Blountsville Elementary School,"260 Page St, Blountsville, AL 35031",10042000205,http://blcsbes.ss19.sharpschool.com/,1
Cleveland High School,"71 High School St, Cleveland, AL 35049",10042000206,http://blcschs.ss19.sharpschool.com/,1
Hayden Primary School,"160 Bracken Ln, Hayden, AL 35079",10042000207,http://blcshps.ss19.sharpschool.com/,1
Hayden High School,"125 Atwood Road, Hayden, AL 35079",10042000208,http://haydenhigh.net/,1
Jb Pennington High School,"81 College St, Blountsville, AL 35031",10042000209,http://blcsjbphs.ss19.sharpschool.com/,1
Locust Fork High School,"77 School Rd, Locust Fork, AL 35097",10042000210,http://blcslfhs.ss19.sharpschool.com/,1
Southeastern School,"18770 State Highway 75, Remlap, AL 35133",10042000211,http://blcsss.ss19.sharpschool.com/contact_us/Contact%20Us,1
Susan Moore High School,"4040 Susan Moore Rd, Blountsville, AL 35031",10042000213,http://www.susanmoorebulldogs.com/,1
Blount County Learning Center,"189 Horton Ln, Cleveland, AL 35049",10042000676,http://blcsbclc.ss19.sharpschool.com/contact_school,1
Blount County Career Technical Center,"61500 US Highway 231, Cleveland, AL 35049",10042000682,http://blcsbcctc.ss19.sharpschool.com/,1
Locust Fork Elementary,"155 School Rd, Locust Fork, AL 35097",10042001427,http://blcslfes.ss19.sharpschool.com/,1
Cleveland Elementary School,"115 Stadium Dr, Cleveland, AL 35049",10042001476,http://blcsces.ss19.sharpschool.com/,1
Susan Moore Elementary School,"3996 Susan Moore Rd, Blountsville, AL 35031",10042001481,http://www.susanmooreelem.com/,1
Hayden Middle School,"310 Second Avenue, Hayden, AL 35079",10042001870,http://blcshms.ss19.sharpschool.com/,1
Brewton Elementary School,"901 Douglas Ave, Brewton, AL 36426",10045000214,https://www.brewtoncityschools.org/domain/11,2
Brewton Middle School,"1384 Old Castleberry Road, Brewton, AL 36426",10045000215,https://www.brewtoncityschools.org/domain/11,4
Bullock County High School,"PO Box 5108, Union Springs, AL 36089",10048000218,https://dataexplorer.agile-ed.com/Lookup/AL/600337-Bullock-County-High-School,2
Greenville High School,"100 Tiger Dr, Greenville, AL 36037",10051000226,https://www.butlerco.k12.al.us/greenvillehigh,1
Greenville Elementary School,"102 Butler Cir, Greenville, AL 36037",10051001482,https://www.butlerco.k12.al.us/greenvilleelementary,1
Georgiana School,"866 Highway 31 South, Georgiana, AL 36033",10051002144,https://www.butlerco.k12.al.us/georgiana,1
Alexandria High School,"353 Stadium Dr, Alexandria, AL 36250",10054000232,https://al01901382.schoolwires.net/ah,1
Ohatchee High School,"100 Cherokee Trl, Ohatchee, AL 36271",10054000240,https://al01901382.schoolwires.net/oh,1
Saks Middle School,"32 Watson Street, Anniston, AL 36206",10054000244,https://al01901382.schoolwires.net/sm,1
Weaver Elementary School,"444 School Dr, Weaver, AL 36277",10054000246,https://al01901382.schoolwires.net/we,1
Weaver High School,"917 Clairmont Dr, Weaver, AL 36277",10054000247,https://al01901382.schoolwires.net/wh,1
White Plains High School,"250 White Plains Rd, Anniston, AL 36207",10054000250,https://al01901382.schoolwires.net/wp,1
Ohatchee Elementary School,"365 J Street, Ohatchee, AL 36271",10054001428,https://al01901382.schoolwires.net/oe,1
Pleasant Valley Elementary School,"265 Mark Green Road, Jacksonville, AL 36265",10054001429,https://al01901382.schoolwires.net/pe,1
White Plains Elementary School,"5600 Alabama Hwy 9, Anniston, AL 36207",10054001430,https://al01901382.schoolwires.net/wk,1
Pleasant Valley High School,"4141 Pleasant Valley Rd, Jacksonville, AL 36265",10054001488,https://al01901382.schoolwires.net/Domain/14,1
Wellborn High School,"135 Pinson Rd, Anniston, AL 36201",10054001489,https://al01901382.schoolwires.net/wl,1
Lafayette High School,"214 1st Ave SE, Lafayette, AL 36862",10060000263,https://lhs.chambersk12.org/en-US,1
John P Powell Middle School,"700 Martin Luther King Drive, Lafayette, AL 36862",10060000269,https://jpp.chambersk12.org/en-US,1
Valley High School,"501 Highway 29, Valley, AL 36854",10060000271,https://vhs.chambersk12.org/en-US,1
W F Burns Middle School,"292 Johnson St, Valley, AL 36854",10060000272,https://wfb.chambersk12.org/en-US,1
Centre Elementary School,"725 E Main St, Centre, AL 35960",10063000275,https://ce.cherokeek12.org/en-US,1
Centre Middle School,"1920 East Main Street, Centre, AL 35960",10063000276,https://cm.cherokeek12.org/en-US,1
Cherokee County High School,"910 Warrior Dr, Centre, AL 35960",10063000278,https://ch.cherokeek12.org/en-US,1
Spring Garden High School,"2430 County Road 29, Spring Garden, AL 36275",10063000283,https://sg.cherokeek12.org/en-US,1
Isabella High School,"11338 County Road 15, Maplesville, AL 36750",10066000261,http://chiltoncs.schoolinsites.com/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=6377,2
Jemison High School,"25195 US Highway 31, Jemison, AL 35085",10066000262,http://jemisonhigh.al.cch.schoolinsites.com/,1
Maplesville High School,"1256 AL Highway 139, Maplesville, AL 36750",10066000265,http://maplesvillehigh.al.cch.schoolinsites.com/,1
Thorsby High School,"54 Opportunity Dr, Thorsby, AL 35171",10066000270,http://thorsbyhigh.al.cch.schoolinsites.com/,1
Clanton Elementary School,"1000 Cloverleaf Dr, Clanton, AL 35045",10066000286,http://clantonelem.al.cce.schoolinsites.com/?PageName=Contact,1
Clanton Middle School,"835 Temple Road, Clanton, AL 35045",10066000287,http://clantonmiddle.al.ccm.schoolinsites.com/mobile/default.asp?pn=contact,1
Verbena High School,"202 County Road 510, Verbena, AL 36091",10066000288,http://verbenahigh.al.cch.schoolinsites.com/mobile/default.asp?pn=contact,1
Jemison Middle School,"25095 US Hwy 31, Jemison, AL 35085",10066000745,http://jemisonmiddle.al.cc.schoolinsites.com/?PageName=Contact,1
Clanton Intermediate School,"825 Temple Road, Clanton, AL 35045",10066001431,http://clantoninter.al.cci.schoolinsites.com/,1
Chilton County High School,"1214 7th St S, Clanton, AL 35045",10066001491,http://www.chiltoncountyhigh.al.cch.schoolinsites.com/,1
Jemison Elementary School,"1495 County Road 44, Jemison, AL 35085",10066001657,http://jemison.al.cce.schoolinsites.com/,1
Jemison Intermediate School,"1491 County Road 44, Jemison, AL 35085",10066002437,http://jemisonintermediate.al.cc.schoolinsites.com/,1
Southern Choctaw Elementary School,"10935 Highway 17, Gilbertown, AL 36908",10069000182,https://ses.choctawal.org/,2
Choctaw County High School,"277 Tom Orr Drive, Butler, AL 36904",10069000291,https://cchs.choctawal.org/,1
Southern Choctaw High School,"10941 Highway 17, Gilbertown, AL 36908",10069000297,https://schs.choctawal.org/,2
Choctaw County Elementary,"201 Tom Orr Drive, Butler, AL 36904",10069001561,https://www.choctawal.org/about-us,4
Clarke County High School,"151 S Church, Grove Hill, AL 36451",10072000298,https://www.clarkecountyschools.org/Domain/92,1
Jackson Middle School,"235 College Ave, Jackson, AL 36545",10072000304,https://www.clarkecountyschools.org/Domain/11,1
Wilson Hall Middle School,"401 Carter Drive, Grove Hill, AL 36451",10072000306,https://www.clarkecountyschools.org/Domain/12,1
Jackson Intermediate School,"2950 Highway 43, Jackson, AL 36545",10072001450,https://www.clarkecountyschools.org/Domain/10,1
Jackson High School,"321 Stanley Dr, Jackson, AL 36545",10072001493,https://www.clarkecountyschools.org/Domain/13,1
Ashland Elementary School,"223 3rd Street Sw, Ashland, AL 36251",10075000307,https://www.ashland-clay.org/en-US/about-the-school-7c94fce8,5
Lineville Elementary School,"18 West Main, Lineville, AL 36266",10075000312,https://www.lineville-clay.org/en-US,1
Central High School Of Clay County,"1 Bob Riley Drive, Lineville, AL 36266",10075002210,https://www.centralhigh-clay.org/en-US,1
Kinston School,"201 College Street, Kinston, AL 36453",10081000323,http://kinston.ccs.schoolinsites.com/?PageName=Contact,1
Zion Chapel High School,"29256 Highway 87, Jack, AL 36346",10081000327,http://zionchapel.ccs.schoolinsites.com/?PageName=Contact,1
New Brockton High School,"210 South Tyler Street, New Brockton, AL 36351",10081001494,http://brockton.ccs.schoolinsites.com/?PageName='Contact',1
New Brockton Elementary School,"504 North John Street, New Brockton, AL 36351",10081001748,http://brockton.cce.schoolinsites.com/?PageName=Contact,1
Conecuh County Junior High School,"2347 Cleveland Avenue, Castleberry, AL 36432",10087000344,http://ccjh.conecuh.k12.al.us/,1
Evergreen Elementary School,"821 West Front Street, Evergreen, AL 36401",10087000345,http://ees.conecuh.k12.al.us/,1
Lyeffion Junior High School,"7575 Highway 83, Evergreen, AL 36401",10087000347,http://ljh.conecuh.k12.al.us/,1
Thurgood Marshall Middle School,"428 Reynolds Avenue, Evergreen, AL 36401",10087000348,http://mms.conecuh.k12.al.us/,1
Repton Junior High School,"2340 Conaly Street, Repton, AL 36475",10087000350,http://rjh.conecuh.k12.al.us/,1
Hillcrest High School,"1989 Jaguar Rd, Evergreen, AL 36401",10087001766,http://hhs.conecuh.k12.al.us/,1
Genesis Innovative School,"111 Perryman Street, Evergreen, AL 36401",10087002442,http://www.conecuh.k12.al.us/Default.asp?PN=Contact&L=1&DivisionID=21021&LMID=996208,1
Central High School,"243 Coosa County Rd 75, Rockford, AL 35136",10090001749,https://chs.coosaschools.k12.al.us/,1
Central Elementary School,"95 Coosa County Rd 75, Rockford, AL 35136",10090002074,https://ces.coosaschools.k12.al.us/,1
Central Middle School,"97 Coosa County Road 75, Rockford, AL 35136",10090002075,http://coosacounty.schoolinsites.com/Default.asp?L=0&LMID=&PN=Schools2&DivisionID=&DepartmentID=&SubDepartmentID=&SubP=School&SchoolID=4812,1
Straughn Elementary School,"29324 Straughn School Road, Andalusia, AL 36421",10093000280,http://straughnelem.cce.schoolinsites.com/?PageName=Contact,1
Florala High School,"22114 Begonia St, Florala, AL 36442",10093000360,http://florala.cch.schoolinsites.com/?PageName='Contact',1
Pleasant Home School,"12548 Falco Road, Andalusia, AL 36420",10093000361,http://pleasanthome.cch.schoolinsites.com/?PageName='Contact',1
Red Level High School,"28551 Barrow Road, Red Level, AL 36474",10093000362,https://rlhs.cov.k12.al.us/,1
Straughn High School,"29448 Straughn School Road, Andalusia, AL 36421",10093000363,http://straughn.cch.schoolinsites.com/?PageName='Contact',1
Straughn Middle School,"29324 Straughn School Road, Andalusia, AL 36421",10093001672,http://straughn.ccm.schoolinsites.com/?PageName=%27Contact%27,1
Cullman City Primary School,"900 Hoehn Drive NE, Cullman, AL 35055",10099000326,https://www.cullmancats.net/cullmanprimary,1
