SCH_NAME,ADDRESSES,NCESSCH
Brockway Area Elementary Sch,"40 North St, Brockway, PA 15824",420426005148
Pinecreek El Sch,"16771 Route 322, Brookville, PA 15825",420432002368
Hickory Grove El Sch,"104 Jenks Street, Brookville, PA 15825",420432005231
Brookville JSHS,"96 Jenks Street, Brookville, PA 15825",420432006162
Northside El Sch,"280 Church Street, Brookville, PA 15825",420432006163
Burgettstown El Ctr,"100 Bavington Rd, Burgettstown, PA 15021",420450000243
Burgettstown MS/HS,"104 Bavington Rd, Burgettstown, PA 15021",420450004195
Bon Air El Sch,"3260 Leechburg Rd, Lower Burrell, PA 15068",420453004333
Stewart El Sch,"2880 Leechburg Rd, Lower Burrell, PA 15068",420453004336
Charles A Huston MS,"1020 Puckety Church Rd, Lower Burrell, PA 15068",420453004339
Burrell HS,"1021 Puckety Church Rd, Lower Burrell, PA 15068",420453004340
Emily Brittain El Sch,"338 North Washington Street, Butler, PA 16001",420459001134
Mcquistion El Sch,"210 Mechling Drive, Butler, PA 16001",420459001138
Northwest El Sch,"124 Staley Avenue, Butler, PA 16001",420459001142
Center Twp Sch,"950 Mercer Road, Butler, PA 16001",420459001148
Connoquenessing El Sch,"102 Connoquenessing School Road, Renfrew, PA 16053",420459001150
Summit El Sch,"351 Brinker Road, Butler, PA 16002",420459001184
Butler Area IHS,"551 Fairground Hill Road, Butler, PA 16001",420459006690
Butler Area SHS,"120 Campus Lane, Butler, PA 16001",420459007554
Butler MS,"225 East North Street, Butler, PA 16001",420459007555
California Area El Sch,"40 Trojan Way, Coal Center, PA 15423",420471000813
California Area SHS,"11 Trojan Way, Coal Center, PA 15423",420471004203
California Area MS,"40 Trojan Way, Coal Center, PA 15423",420471006939
California Area Intermediate MS,"40 Trojan Way, Coal Center, PA 15423",420471006953
Cambria Heights El Sch,"138 East Campbell St, Carrolltown, PA 15722",420474000025
Cambria Heights MS,"414 Glendale Lake Rd, Patton, PA 16668",420474001199
Cambria Heights SHS,"426 Glendale Lake Rd, Patton, PA 16668",420474005212
Woodland El Sch,"601 Woodland Ave, Emporium, PA 15834",420483001298
Cameron County JSHS,"601 Woodland Ave, Emporium, PA 15834",420483001299
Camp Hill MS,"2401 Chestnut St, Camp Hill, PA 17011",420486000289
Eisenhower El Sch,"340 N 21st St, Camp Hill, PA 17011",420486001678
Hoover El Sch,"420 S 24th St, Camp Hill, PA 17011",420486001680
Camp Hill SHS,"100 S 24th St, Camp Hill, PA 17011",420486001682
North Strabane Intrmd Sch,"20 Giffin Drive, Canonsburg, PA 15317",420489000717
Wylandville El Sch,"1254 Route 519, Eighty Four, PA 15330",420489004214
Canon-McMillan SHS,"314 Elm St Extension, Canonsburg, PA 15317",420489004217
South Central El,"230 S Central Ave, Canonsburg, PA 15317",420489004937
Hills-Hendersonville El Sch,"50 Mayview Rd, Canonsburg, PA 15317",420489004938
Cecil Intrmd Sch,"3676 Millers Run Rd, Mc Donald, PA 15057",420489007258
Canonsburg MS,"25 E College St, Canonsburg, PA 15317",420489007259
Muse El Sch,"40 Muse School St, Muse, PA 15350",420489007614
Borland Manor El Sch,"30 Giffin Dr, Canonsburg, PA 15317",420489009936
Canton JSHS,"509 E Main St, Canton, PA 17724",420492000988
Canton Area El Sch,"545 E Main St, Canton, PA 17724",420492005303
Carbondale El Sch,"103 Brooklyn St, Carbondale, PA 18407",420498000225
Carbondale Area JSHS,"101 Brooklyn Street, Carbondale, PA 18407",420498002420
Letort El Sch,"110 E South St, Carlisle, PA 17013",420501001683
Mt Holly Springs El Sch,"110 Mooreland Ave, Mt Holly Springs, PA 17065",420501001686
North Dickinson El Sch,"151 N Dickinson School Rd, Carlisle, PA 17013",420501001687
Crestview El Sch,"240 Longs Gap Rd, Carlisle, PA 17013",420501001689
Mooreland El Sch,"329 Wilson St, Carlisle, PA 17013",420501001690
Hamilton El Sch,"735 Clay St, Carlisle, PA 17013",420501001691
Bellaire El Sch,"905 Waggoner's Gap Rd, Carlisle, PA 17013",420501001692
Carlisle Area HS,"623 W. Penn St., Carlisle, PA 17013",420501001694
Wilson MS,"900 Waggoner's Gap Rd, Carlisle, PA 17013",420501007010
Lamberton MS,"777 S Hanover St, Carlisle, PA 17013",420501007011
Carnegie El Sch,"301 Franklin Ave, Carnegie, PA 15106",420504000077
Crafton El Sch,"1874 Crafton Blvd, Pittsburgh, PA 15205",420504000078
Carlynton JSHS,"435 Kings Hwy, Carnegie, PA 15106",420504000079
Carmichaels Area HS,"215 North Vine Street, Carmichaels, PA 15320",420507007126
Carmichaels Area MS,"215 North Vine Street, Carmichaels, PA 15320",420507007550
Carmichaels Area El Ctr,"225 N Vine St, Carmichaels, PA 15320",420507009974
Catasauqua MS,"850 Pine street, Catasauqua, PA 18032",420516002797
Catasauqua SHS,"2500 W Bullshead Rd, Northampton, PA 18067",420516002798
Francis H Sheckler El Sch,"251 N 14th St, Catasauqua, PA 18032",420516006593
William Tennent HS,"333 Centennial Rd, Warminster, PA 18974",420519001040
McDonald El Sch,"666 Reeves Ln, Warminster, PA 18974",420519005007
Willow Dale El Sch,"720 Norristown Rd, Warminster, PA 18974",420519007388
Davis El Sch,"475 Maple Ave, Southampton, PA 18966",420519007451
Klinger MS,"1415 2nd Street Pike, Southampton, PA 18966",420519009937
Log College MS,"730 Norristown Rd, Warminster, PA 18974",420519009938
Cold Spring El Sch,"4150 Durham Rd, Doylestown, PA 18902",420531000171
Jamison El Sch,"2090 Land Rd, Jamison, PA 18929",420531000301
Groveland El Sch,"1100 North Easton Road, Doylestown, PA 18902",420531000539
Mill Creek El Sch,"638 Bellflower Boulevard, Warrington, PA 18976",420531000540
Tohickon MS,"5051 Old Easton Road, Doylestown, PA 18902",420531000643
Central Bucks HS-South,"1100 Folly Road, Warrington, PA 18976",420531000785
Bridge Valley El Sch,"2280 Sugar Bottom Road, Furlong, PA 18925",420531000798
Lenape MS,"313 W State St, Doylestown, PA 18901",420531001041
Tamanend MS,"1492 Stuckert Rd, Warrington, PA 18976",420531001042
Central Bucks HS-West,"375 W Court St, Doylestown, PA 18901",420531001043
Buckingham El Sch,"Box 158 2414 Durham Road, Buckingham, PA 18912",420531001044
Kutz El Sch,"1950 Turk Road RD 3, Doylestown, PA 18901",420531001047
Gayman El Sch,"4440 Point Pleasant Pike, Doylestown, PA 18902",420531001048
Linden El Sch,"480 Linden Ave, Doylestown, PA 18901",420531001057
Butler El Sch,"200 Brittany Dr, Chalfont, PA 18914",420531001081
Titus El Sch,"2333 Lower Barness Road, Warrington, PA 18976",420531001131
Unami MS,"160 South Moyer Rd, Chalfont, PA 18914",420531004678
Barclay El Sch,"2015 Palomino Dr, Warrington, PA 18976",420531004683
Doyle El Sch,"260 N West St, Doylestown, PA 18901",420531004852
Central Bucks HS-East,"2804 Holicong Rd, Doylestown, PA 18902",420531005133
Pine Run El Sch,"383 W Butler Ave, New Britain, PA 18901",420531005306
Holicong MS,"2900 Holicong Rd, Doylestown, PA 18902",420531005307
Warwick El Sch,"1340 Almshouse Rd, Jamison, PA 18929",420531010004
Central Cambria MS,"206 Schoolhouse Road, Ebensburg, PA 15931",420534001202
Jackson El Sch,"3704 William Penn Avenue, Johnstown, PA 15909",420534001205
Central Cambria HS,"204 Schoolhouse Rd, Ebensburg, PA 15931",420534001208
Cambria El Sch,"212 Schoolhouse Rd, Ebensburg, PA 15931",420534006646
Central Columbia SHS,"4777 Old Berwick Rd, Bloomsburg, PA 17815",420537001619
Central Columbia MS,"4777 Old Berwick Rd, Bloomsburg, PA 17815",420537005390
Central Columbia El Sch,"4777 Old Berwick Rd, Bloomsburg, PA 17815",420537007260
Central Dauphin MS,"4600 Locust Lane, Harrisburg, PA 17109",420540000838
Swatara MS,"1101 Highland St, Steelton, PA 17113",420540001742
Central Dauphin East MS,"628 Rutherford Rd, Harrisburg, PA 17109",420540001744
Central Dauphin SHS,"437 Piketown Road, Harrisburg, PA 17112",420540001745
Central Dauphin East SHS,"626 Rutherford Rd, Harrisburg, PA 17109",420540001746
Linglestown El Sch,"1044 N Mountain Rd, Harrisburg, PA 17112",420540001777
Paxtonia El Sch,"6135 Jonestown Rd, Harrisburg, PA 17112",420540001778
Phillips El Sch,"100 Oakmont Rd, Harrisburg, PA 17109",420540001779
South Side El Sch,"4525 Union Deposit Rd, Harrisburg, PA 17111",420540001780
North Side El Sch,"4520 Devonshire Rd, Harrisburg, PA 17109",420540001781
Middle Paxton El Sch,"931 Peters Mountain Rd, Dauphin, PA 17018",420540001791
Paxtang El Sch,"3530 Rutherford St, Harrisburg, PA 17111",420540001795
Rutherford El Sch,"6500 Clearfield St, Harrisburg, PA 17111",420540001811
Chambers Hill El Sch,"6450 Chambers Hill Rd, Harrisburg, PA 17111",420540001812
West Hanover El Sch,"7740 Manor Dr, Harrisburg, PA 17112",420540001817
Tri-Community El Sch,"255 Cypress St, Steelton, PA 17113",420540005320
Linglestown MS,"1200 N Mountain Rd, Harrisburg, PA 17112",420540006783
Mountain View El Sch,"400 Gibbel Rd, Harrisburg, PA 17112",420540007261
Lawnton El Sch,"4400 Franklin St, Harrisburg, PA 17111",420540009939
Waynesburg Central El School,"90 Zimmerman Dr, Waynesburg, PA 15370",420543000238
Waynesburg Central HS,"30 Zimmerman Dr, Waynesburg, PA 15370",420543005118
Miller MS,"126 E Lincoln St, Waynesburg, PA 15370",420543006010
Crestwood MS,"281 S Mountain Blvd, Mountaintop, PA 18707",420546000541
Fairview El Sch,"117 Spruce Street, Mountaintop, PA 18707",420546002858
Crestwood HS,"281 S Mountain Blvd, Mountain Top, PA 18707",420546002860
Rice El Sch,"3700 Church Road, Mountain Top, PA 18707",420546005341
Sinking Springs El Sch,"2850 Susquehanna Trail, York, PA 17406",420549000607
Hayshire El Sch,"2801 Hayshire Dr, York, PA 17406",420549004537
Roundtown El Sch,"570 Church Rd, York, PA 17404",420549004539
North Hills El Sch,"1330 N Hills Rd, York, PA 17406",420549004540
Central York MS,"1950 N Hills Rd, York, PA 17406",420549004544
Central York HS,"601 Mundis Mill Rd, York, PA 17406",420549004545
Stony Brook El Sch,"250 Silver Spur Dr, York, PA 17402",420549005088
Chambersburg Area MS - North,"1957 Scotland Ave, Chambersburg, PA 17201",420555002190
Chambersburg Area SHS,"511 S 6th St, Chambersburg, PA 17201",420555002191
Buchanan El Sch,"730 E Washington St, Chambersburg, PA 17201",420555002192
Stevens El Sch,"800 Hollywell Ave, Chambersburg, PA 17201",420555002196
Grandview El Sch,"5538 Cumberland Hwy, Chambersburg, PA 17201",420555002208
Scotland El Sch,"3832 Scotland Main St, Chambersburg, PA 17202",420555002209
Guilford Hills El Sch,"2105 Lincoln Way E, Chambersburg, PA 17201",420555002215
South Hamilton El Sch,"1019 Warm Spring Rd, Chambersburg, PA 17201",420555002216
Lurgan El Sch,"8888 Roxbury Rd, Lurgan, PA 17232",420555002225
Falling Spring El Sch,"1006 Falling Spring Rd, Chambersburg, PA 17201",420555004825
Fayetteville El Sch,"8 E Main St, Fayetteville, PA 17222",420555006273
Hamilton Heights El Sch,"1589 Johnson Rd, Chambersburg, PA 17201",420555006274
Chambersburg Area MS - South,"1151 E McKinley St, Chambersburg, PA 17201",420555006615
Benjamin Chambers El Sch,"481 North Franklin St, Chambersburg, PA 17201",420555007328
Chambersburg Area Career Magnet Sch,"2459 Loop Road, Chambersburg, PA 17202",420555007449
New Franklin El Sch,"3584 Wayne Rd, Chambersburg, PA 17201",420555007530
Marion El Sch,"145 Colorado St, Chambersburg, PA 17202",420555007579
Charleroi Area HS,"100 Fecsen Dr, Charleroi, PA 15022",420564004715
Charleroi Area MS,"100 Fecsen Dr, Charleroi, PA 15022",420564007199
Charleroi Area El Ctr,"75 Fecsen Dr, Charleroi, PA 15022",420564009942
Chartiers Valley MS,"50 Thoms Run Rd, Bridgeville, PA 15017",420570000094
Chartiers Valley Intrmd School,"2030 Swallow Hill Rd, Pittsburgh, PA 15220",420570000114
Chartiers Valley Primary Sch,"125 Thoms Run Rd, Bridgeville, PA 15017",420570000194
Chartiers Valley HS,"50 Thoms Run Rd, Bridgeville, PA 15017",420570006706
Allison Park El Sch,"803 McGovern Rd, Houston, PA 15342",420573004234
Chartiers-Houston JSHS,"2050 W Pike St, Houston, PA 15342",420573009975
Cheltenham El Sch,"7853 Front Street, Cheltenham, PA 19012",420576003250
Myers El Sch,"7609 Montgomery Ave, Elkins Park, PA 19027",420576003252
Wyncote El Sch,"333 Rices Mill Road, Wyncote, PA 19095",420576003255
Glenside El Sch,"8149 New Second Street, Elkins Park, PA 19027",420576003256
Elkins Park Sch,"8149 New Second St, Elkins Park, PA 19027",420576003257
Cheltenham HS,"500 Rices Mill Rd, Wyncote, PA 19095",420576003260
Cedarbrook MS,"300 Longfellow Rd, Wyncote, PA 19095",420576005250
Stetser El Sch,"808 E 17th St, Chester, PA 19013",420586001829
Main Street Sch,"704 Main St, Upland, PA 19015",420586001958
Chester HS,"232 West 9th St, Chester, PA 19013",420586006492
Chester Upland Sch of Arts,"501 West 9th St, Chester, PA 19013",420586006878
STEM at Showalter,"1100 West 10th Street, Chester, PA 19013",420586007499
Toby Farms Intermediate School,"201 Bridgewater Road, Chester Twp, PA 19045",420586007510
Chestnut Ridge MS,"3281 Valley Road, Fishertown, PA 15539",420588000729
Chestnut Ridge Central El Sch,"2534 Quaker Valley Road, New Paris, PA 15554",420588000730
Chestnut Ridge SHS,"2588 Quaker Valley Road, New Paris, PA 15554",420588000732
Boothwyn El Sch,"2128 Blueball Avenue, Boothwyn, PA 19061",420591001843
Linwood El Sch,"1403 Huddell Ave, Linwood, PA 19061",420591001847
Chichester SHS,"3333 Chichester Ave, Boothwyn, PA 19061",420591001849
Marcus Hook El Sch,"711 Market Street, Marcus Hook, PA 19061",420591001893
Hilltop El Sch,"401 Cherry Tree Road, Aston, PA 19014",420591005322
Chichester MS,"925 Meetinghouse Rd, Boothwyn, PA 19061",420591009943
Clairton El Sch,"501 Waddell Ave, Clairton, PA 15025",420603000063
Clairton MS/HS,"501 Waddell Ave, Clairton, PA 15025",420603007346
Clarion Area JSHS,"219 Liberty St, Clarion, PA 16214",420606001475
Clarion Area El Sch,"800 Boundary St, Clarion, PA 16214",420606005217
Clarion-Limestone El Sch,"4091 C-L School Road, Strattanville, PA 16258",420609001479
Clarion-Limestone Area JSHS,"4091 C-L School Road, Strattanville, PA 16258",420609001480
Claysburg-Kimmel El Sch,"240 CK Elementary Drive, Claysburg, PA 16625",420612000066
Claysburg-Kimmel HS,"531 Bedford St, Claysburg, PA 16625",420612000921
Clearfield Area JSHS,"2831 Washington Avenue, Clearfield, PA 16830",420615006236
Clearfield Area El Sch,"700 High Level Rd, Clearfield, PA 16830",420615007535
Scott MS,"800 Olive Street, Coatesville, PA 19320",420624000728
Rainbow El Sch,"1113 West Lincoln Highway, Coatesville, PA 19320",420624001370
East Fallowfield El Sch,"2254 Strasburg Rd, East Fallowfield, PA 19320",420624001374
Kings Highway El Sch,"841 W Kings Hwy, Coatesville, PA 19320",420624001375
Caln El Sch,"3609 Lincoln Hwy, Thorndale, PA 19372",420624001376
Friendship El Sch,"296 Reeceville Rd, Coatesville, PA 19320",420624001377
Coatesville Area SHS,"1445 East Lincoln Highway, Coatesville, PA 19320",420624005012
North Brandywine MS,"256 Reeceville Rd, Coatesville, PA 19320",420624006473
South Brandywine MS,"600 Doe Run Rd, East Fallowfield, PA 19320",420624006474
Gordon Early Literacy Center,"351 Kersey St, Coatsville, PA 19320",420624007627
Coatesville Intermediate HS,"1425 E Lincoln Highway, Coatsville, PA 19320",420624007628
Coatesville Area SD Cyber Academy,"800 Olive St, Coatesville, PA 19320",420624007630
Reeceville El Sch,"248 Reeceville Rd, Coatesville, PA 19320",420624010009
Denver El Sch,"South 4th Street, Denver, PA 17517",420627002506
Adamstown El Sch,"256 West Main Street, Adamstown, PA 19501",420627002510
Reamstown El Sch,"44 South Reamstown Road, Reamstown, PA 17567",420627005053
Cocalico MS,"South 6th Street, Denver, PA 17517",420627006289
Cocalico SHS,"South 4th Street, Denver, PA 17517",420627006290
Columbia HS,"901 Ironville Pike, Columbia, PA 17512",420636002515
Park El Sch,"50 S 6th St, Columbia, PA 17512",420636006998
Columbia MS,"45 N 9th St, Columbia, PA 17512",420636007526
Columbia-Montour AVTS,"5050 Sweppenheiser Drive, Bloomsburg, PA 17815",420636505178
Commodore Perry Sch,"3002 Perry Hwy, Hadley, PA 16130",420639000202
Commodore Perry JSHS,"3002 Perry Hwy, Hadley, PA 16130",420639006122
Conemaugh Twp Area El Sch,"1516 Tire Hill Rd, Johnstown, PA 15905",420642003977
Conemaugh Twp Area MS/SHS,"300 West Campus Ave, Davidsville, PA 15928",420642003978
Conemaugh Valley JSHS,"1342 William Penn Ave, Johnstown, PA 15906",420643005136
Conemaugh Valley El Sch,"1340 William Penn Avenue, Johnstown, PA 15906",420643005213
Brownstown El Sch,"51 School Lane, Brownstown, PA 17508",420648002517
Smoketown El Sch,"2426 Old Philadelphia Pike, Lancaster, PA 17602",420648002521
Leola El Sch,"11 School Dr, Leola, PA 17540",420648002522
Gerald G Huesken MS,"500 Mount Sidney Rd, Lancaster, PA 17602",420648002531
Conestoga Valley SHS,"2110 Horseshoe Rd, Lancaster, PA 17601",420648002532
Fritz El Sch,"845 Hornig Rd, Lancaster, PA 17601",420648005113
New Oxford SHS,"130 Berlin Road, New Oxford, PA 17350",420655000017
Conewago Valley Intrmd Sch,"175 700 Road, New Oxford, PA 17350",420655000841
New Oxford El Sch,"116 Berlin Avenue, New Oxford, PA 17350",420655006267
Conewago Twp El Sch,"1189 W Elm Ave, Hanover, PA 17331",420655006268
New Oxford MS,"130 Berlin Road, New Oxford, PA 17350",420655006898
Conneaut Lake-Sadsbury El Sch,"630 Line Street Box AB, Conneaut Lake, PA 16316",420659006132
Conneaut Valley El Sch,"22491 State Highway 18, Conneautville, PA 16406",420659006133
Conneaut Valley MS,"22154 State Highway 18, Conneautville, PA 16406",420659007431
Conneaut Lake MS,"10331 U.S. Highway 6, Conneaut Lake, PA 16316",420659007434
Conneaut Area Senior High,"302 W School Dr, Linesville, PA 16424",420659007439
Bullskin El Sch,"125 Pleasant Valley Rd, Connellsville, PA 15425",420666002097
Connellsville Area MS,"Locust Street Extension, Connellsville, PA 15425",420666002105
Springfield El Sch,"14 School House Road, Normalville, PA 15469",420666002172
West Crawford El Sch,"215 Falls Avenue, Connellsville, PA 15425",420666004939
Dunbar Twp El Sch,"711 Ridge Blvd, Connellsville, PA 15425",420666005048
Connellsville Area SHS,"201 Falcon Drive, Connellsville, PA 15425",420666005228
Conrad Weiser MS,"347 East Penn Avenue, Robesonia, PA 19551",420678000537
Conrad Weiser HS,"44 Big Spring Road, Robesonia, PA 19551",420678000777
Conrad Weiser West El Sch,"102 S 3rd St, Womelsdorf, PA 19567",420678005203
Conrad Weiser East El Sch,"200 Lincoln Dr, Wernersville, PA 19565",420678009944
Cornell El Sch,"1099 Maple Street Ext, Coraopolis, PA 15108",420681006944
Cornell HS,"1099 Maple St, Coraopolis, PA 15108",420681007335
Ebenezer El Sch,"1600 Colonial Cir, Lebanon, PA 17046",420684002728
South Lebanon El Sch,"1825 S 5th Ave, Lebanon, PA 17042",420684002729
Cedar Crest HS,"115 E Evergreen Rd, Lebanon, PA 17042",420684004800
Cedar Crest MS,"101 E Evergreen Rd, Lebanon, PA 17042",420684006301
Cornwall El Sch,"45 Burd Coleman Rd, Cornwall, PA 17042",420684006302
Union Canal El Sch,"400 Narrows Dr, Lebanon, PA 17046",420684009945
Corry Area MS,"534 E Pleasant Street, Corry, PA 16407",420686000795
Corry Area Intrmd Sch,"100 W Main St, Corry, PA 16407",420686001997
Corry Area HS,"534 E Pleasant St, Corry, PA 16407",420686001998
Corry Area Primary Sch,"423 East Wayne St, Corry, PA 16407",420686007537
Coudersport Area El Sch,"802 Vine Street, Coudersport, PA 16915",420693003868
Coudersport Area JSHS,"698 Dwight Street, Coudersport, PA 16915",420693003869
Newtown El Sch,"1 Wrights Rd, Newtown, PA 18940",420696000172
Maureen M Welch El Sch,"750 New Road, Churchville, PA 18966",420696000544
Council Rock HS South,"2002 Rock Way, Holland, PA 18966",420696000691
Goodnoe El Sch,"298 Frost Lane, Newtown, PA 18940",420696001086
Richboro El Sch,"125 Upper Holland Rd, Richboro, PA 18954",420696001087
Churchville El Sch,"100 New Rd, Churchville, PA 18966",420696001088
Sol Feinstone El Sch,"1090 Eagle Rd, Newtown, PA 18940",420696001130
Wrightstown El Sch,"729 Penns Park Rd, Wrightstown, PA 18940",420696001133
Holland El Sch,"597 Beverly Road, Holland, PA 18966",420696004680
Council Rock HS North,"62 Swamp Rd, Newtown, PA 18940",420696005096
Rolling Hills El Sch,"340 Middle Holland Rd, Holland, PA 18966",420696005308
Newtown MS,"116 Richboro Rd, Newtown, PA 18940",420696006453
Richboro MS,"98 Upper Holland Rd, Richboro, PA 18954",420696006454
Holland MS,"400 E Holland Rd, Holland, PA 18966",420696006833
Hillcrest El Sch,"420 E Holland Rd, Holland, PA 18966",420696007264
Cranberry Area JSHS,"1 Education Dr, Seneca, PA 16346",420705004098
Cranberry El Sch,"3 Education Dr, Seneca, PA 16346",420705006595
Cochranton JSHS,"105 Second Street, Cochranton, PA 16314",420708001632
Second District El Sch,"1216 S Main St, Meadville, PA 16335",420708001645
Neason Hill El Sch,"11293 Williamson Rd, Meadville, PA 16335",420708001650
First District El Sch,"725 N Main St, Meadville, PA 16335",420708001651
Meadville MS,"974 North St, Meadville, PA 16335",420708001653
Meadville Area SHS,"930 North St, Meadville, PA 16335",420708001654
Cochranton El Sch,"225 South Franklin Street, Cochranton, PA 16314",420708005037
West End El Sch,"12068 Brooks Rd, Meadville, PA 16335",420708007265
Sporting Hill El Sch,"210 S Sporting Hill Rd, Mechanicsburg, PA 17050",420711001695
Shaull El Sch,"1 Shaull Drive, Enola, PA 17025",420711001696
Middlesex El Sch,"250 N Middlesex Rd, Carlisle, PA 17013",420711001697
Monroe El Sch,"1240 Boiling Springs Rd, Boiling Springs, PA 17007",420711001698
Silver Spring El Sch,"6746 Carlisle Pike, Mechanicsburg, PA 17050",420711001699
Green Ridge El Sch,"1 Green Ridge Rd, Mechanicsburg, PA 17050",420711001700
Cumberland Valley HS,"6746 Carlisle Pike, Mechanicsburg, PA 17050",420711001701
Good Hope MS,"451 Skyport Rd, Mechanicsburg, PA 17050",420711004849
Hampden El Sch,"441 Skyport Rd, Mechanicsburg, PA 17050",420711005020
Eagle View MS,"6746 Carlisle Pike, Mechanicsburg, PA 17050",420711006714
Curwensville Area JSHS,"650 Beech St, Curwensville, PA 16833",420714001529
Curwensville Area El Sch,"650 Beech St, Curwensville, PA 16833",420714006238
Wycallis El Sch,"2010 Conyngham Avenue, Dallas, PA 18612",420720000463
Dallas El Sch,"2000 Conyngham Avenue, Dallas, PA 18612",420720002868
Dallas SHS,"2030 Conyngham Avenue, Dallas, PA 18612",420720002869
Dallas MS,"2020 Conyngham Avenue, Dallas, PA 18612",420720005150
Dallastown El Sch,"105 South Charles Street, Dallastown, PA 17313",420723004546
Loganville-Springfield El Sch,"169 North Main St, York, PA 17403",420723004547
York Twp El Sch,"2500 S Queen St, York, PA 17402",420723004549
Ore Valley El Sch,"2620 Springwood Rd, York, PA 17402",420723004551
Dallastown Area SHS,"700 New School Ln, Dallastown, PA 17313",420723004553
Leaders Heights El Sch,"49 Indian Rock Dam Rd, York, PA 17403",420723004701
Dallastown Area MS,"700 New School Ln, Dallastown, PA 17313",420723006598
Dallastown Area Intermediate Sch,"94 Beck Rd, York, PA 17403",420723007355
Daniel Boone Area MS,"1845 Weavertown Rd, Douglassville, PA 19518",420729000364
Daniel Boone Area HS,"501 Chestnut St, Birdsboro, PA 19508",420729004810
Monocacy El Ctr,"576 Monocacy Creek Road, Birdsboro, PA 19508",420729006772
Amity El Ctr,"200 Boone Drive, Douglassville, PA 19518",420729007519
Birdsboro El Ctr,"400 W 2nd St, Birdsboro, PA 19508",420729009946
Danville Area MS,"Northumberland Road, Danville, PA 17821",420732003424
Danville Area SHS,"733 Ironmen Lane, Danville, PA 17821",420732003425
Liberty-Valley El Sch,"327 Liberty Valley Rd, Danville, PA 17821",420732004833
Danville Primary Sch,"931 Ironmen Lane, Danville, PA 17821",420732007406
Dauphin County Technical School,"6001 Locust Ln, Harrisburg, PA 17109",420738505278
Dingman-Delaware MS,"1365 Route 739, Dingmans Ferry, PA 18328",420753000132
Dingman-Delaware Primary Sch,"1375 Route 739, Dingmans Ferry, PA 18328",420753000474
Dingman-Delaware El Sch,"1355 Route 739, Dingmans Ferry, PA 18328",420753003864
Delaware Valley MS,"258 Route 6 and 209, Milford, PA 18337",420753003865
Shohola El Sch,"940 Twin Lakes Road, Shohola, PA 18458",420753003866
Delaware Valley HS,"252 Route 6 and 209, Milford, PA 18337",420753005261
Delaware Valley El Sch,"500 Avenue S, Matamoras, PA 18336",420753007200
Deer Lakes MS,"17 East Union Road, Cheswick, PA 15024",420754000431
Deer Lakes HS,"163 East Union Rd, Cheswick, PA 15024",420754000513
East Union Intrmd Sch,"57 East Union Road, Cheswick, PA 15024",420754006695
Curtisville Pri Ctr,"1715 Saxonburg Boulevard, Tarentum, PA 15084",420754009947
Derry Area MS,"994 North Chestnut St Ext, Derry, PA 15627",420756004351
Derry Area SHS,"988 North Chestnut St Ext, Derry, PA 15627",420756004352
Grandview El Sch,"188 Recreation Rd, Derry, PA 15627",420756006927
Hershey Early Childhood Ctr,"450-Rear Homestead Road, Hershey, PA 17033",420759000667
Hershey Primary El Sch,"450 Homestead Rd, Hershey, PA 17033",420759001749
Hershey HS,"550 Homestead Rd, Hershey, PA 17033",420759004801
Hershey MS,"500 Homestead Rd, Hershey, PA 17033",420759006678
Hershey Intrmd El Sch,"450 Homestead Rd, Hershey, PA 17033",420759007266
Donegal Primary School,"1055 Koser Rd, Mount Joy, PA 17552",420765000778
Donegal HS,"1025 Koser Road, Mount Joy, PA 17552",420765002539
Donegal JHS,"915 Anderson Ferry Road, Mount Joy, PA 17552",420765007201
Donegal Intermediate School,"1177 River Road, Marietta, PA 17547",420765007461
North Salem El Sch,"5161 N Salem Church Rd, Dover, PA 17315",420768000356
Weigelstown El Sch,"3205 Carlisle Rd, Dover, PA 17315",420768004556
Leib El Sch,"2925 Oakland Rd, Dover, PA 17315",420768004557
Dover Area HS,"46 West Canal St, Dover, PA 17315",420768004558
Dover Area Intrmd Sch,"4500 Intermediate Ave, Dover, PA 17315",420768006283
Dover Area El Sch,"109 E Canal St, Dover, PA 17315",420768007448
Lionville MS,"550 W Uwchlan Ave, Exton, PA 19341",420771000307
Downingtown MS,"115 Rock Raymond Rd, Downingtown, PA 19335",420771000308
Downingtown HS East Campus,"50 Devon Drive, Exton, PA 19341",420771000706
Downingtown HS West Campus,"445 Manor Ave, Downingtown, PA 19335",420771001387
Beaver Creek El Sch,"601 W Pennsylvania Ave, Downingtown, PA 19335",420771001391
Brandywine-Wallace El Sch,"435 Dilworth Rd, Downingtown, PA 19335",420771001431
Pickering Valley El Sch,"121 Byers Rd, Chester Springs, PA 19425",420771001432
East Ward El Sch,"435 Washington Ave, Downingtown, PA 19335",420771005011
Lionville El Sch,"526 W Uwchlan Ave, Downingtown, PA 19335",420771006476
West Bradford El Sch,"1475 Broadrun Rd, Downingtown, PA 19335",420771006477
Uwchlan Hills El Sch,"50 Peck Rd, Downingtown, PA 19335",420771006621
Springton Manor El Sch,"400 Fairview Road, Glenmoore, PA 19343",420771006843
Downingtown STEM Academy,"335 Manor Ave, Downingtown, PA 19335",420771007401
Marsh Creek Sixth Grade Center,"489 Dorlan Mill Road, Downingtown, PA 19335",420771007539
Shamona Creek El Sch,"501 Dorlan Mill Rd, Downingtown, PA 19335",420771009948
