SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING,VALIDITY_CONFIRMED,EXPLANATIONS
Newfane Senior High School,"1 PANTHER DR, NEWFANE, NY 14108",362076002922,https://www.newfane.wnyric.org/domain/34,1,False,School String not found in website.
Newfield Middle School,"247 MAIN ST, NEWFIELD, NY 14867",362079000373,https://www.newfieldschools.org/,1,False,School String not found in website.
Newfield Elementary School,"247 MAIN ST, NEWFIELD, NY 14867",362079002924,https://www.newfieldschools.org/,1,False,School String not found in website.
Newfield Senior High School,"247 MAIN ST, NEWFIELD, NY 14867",362079002925,https://www.newfieldschools.org/,1,False,School String not found in website.
Henry J Kalfas Magnet School,"1880 BEECH AVE, NIAGARA FALLS, NY 14305",362082002926,https://education.uslocalsearch.info/en/henry-j-kalfas-magnet-school-1-716-278-9180.html,8,False,Query Ranking > 5
Harry F Abate Elementary School,"1625 LOCKPORT ST, NIAGARA FALLS, NY 14305",362082002930,http://www.newyorkschools.com/schools/harry-f-abate-elementary-school.html,9,False,Query Ranking > 5
Hyde Park School,"1620 HYDE PARK BLVD, NIAGARA FALLS, NY 14305",362082002931,https://education.uslocalsearch.info/en/hyde-park-school-1-716-278-7980.html,8,False,Query Ranking > 5
Maple Avenue School,"952 MAPLE AVE, NIAGARA FALLS, NY 14305",362082002934,https://education.uslocalsearch.info/en/maple-avenue-school-1-716-278-9140.html,15,False,Query Ranking > 5
Niagara Street School,"2513 NIAGARA ST, NIAGARA FALLS, NY 14303",362082002936,https://education.uslocalsearch.info/en/niagara-street-school-1-716-278-5860.html,12,False,Query Ranking > 5
Geraldine J Mann School,"1330 95TH ST, NIAGARA FALLS, NY 14304",362082002937,https://education.uslocalsearch.info/en/geraldine-j-mann-school-1-716-278-7940.html,11,False,Query Ranking > 5
Seventy Ninth Street School,"551 79TH ST, NIAGARA FALLS, NY 14304",362082002941,https://education.uslocalsearch.info/kr/seventy-ninth-street-school-1-716-278-7900.html,11,False,Query Ranking > 5
Niagara Falls High School,"4455 PORTER RD, NIAGARA FALLS, NY 14305",362082004834,https://education.uslocalsearch.info/jp/niagara-falls-high-school-1-716-278-5800.html,11,False,Query Ranking > 5
Gaskill Preparatory School,"910 HYDE PARK BLVD, NIAGARA FALLS, NY 14301",362082005951,https://education.uslocalsearch.info/en/gaskill-preparatory-school-1-716-278-5820.html,10,False,Query Ranking > 5
Lasalle Preparatory School,"7436 BUFFALO AVE, NIAGARA FALLS, NY 14304",362082005952,https://education.uslocalsearch.info/en/lasalle-preparatory-school-1-716-278-5880.html,10,False,Query Ranking > 5
Cataract Elementary School,"6431 GIRARD AVE, NIAGARA FALLS, NY 14304",362082005954,https://education.uslocalsearch.info/en/cataract-elementary-school-1-716-278-9120.html,10,False,Query Ranking > 5
Colonial Village Elementary School,"1456 SAUNDERS STLMNT RD, NIAGARA FALLS, NY 14305",362085002948,https://www.nwcsd.org/o/cv,1,True,Validity is confirmed according to current tests.
Edward Town Middle School,"2292 SAUNDERS STLMNT RD, SANBORN, NY 14132",362085002949,https://www.nwcsd.org/o/etms,6,False,Query Ranking > 5
Errick Road Elementary School,"6839 ERRICK RD, NORTH TONAWANDA, NY 14120",362085002950,https://www.nwcsd.org/o/er,1,True,Validity is confirmed according to current tests.
Niagara-Wheatfield Senior High School,"2292 SAUNDERS STLMNT RD, SANBORN, NY 14132",362085002953,https://www.nwcsd.org/nshs,1,False,School String not found in website.
Tuscarora Elementary School,"2015 MT HOPE RD, LEWISTON, NY 14092",362085002954,https://www.nwcsd.org/o/tis,1,False,School String not found in website.
West Street Elementary School,"5700 WEST ST, SANBORN, NY 14132",362085003395,https://www.nwcsd.org/o/ws,1,True,Validity is confirmed according to current tests.
Birchwood Elementary School,"897 BIRCHWOOD LN, SCHENECTADY, NY 12309",362088000276,https://www.niskayunaschools.org/birchwood-elementary/,1,True,Validity is confirmed according to current tests.
Van Antwerp Middle School,"2253 STORY AVE, SCHENECTADY, NY 12309",362088000304,https://www.niskayunaschools.org/van-antwerp-middle-school/,1,True,Validity is confirmed according to current tests.
Craig Elementary School,"2566 BALLTOWN RD, SCHENECTADY, NY 12309",362088002955,https://www.niskayunaschools.org/craig-elementary/,1,True,Validity is confirmed according to current tests.
Glencliff School,"961 RIVERVIEW RD, REXFORD, NY 12148",362088002956,https://www.niskayunaschools.org/glencliff-elementary/,1,False,School String not found in website.
Hillside School,"1100 CORNELIUS AVE, SCHENECTADY, NY 12309",362088002957,https://www.niskayunaschools.org/hillside-elementary/,1,False,School String not found in website.
Niskayuna High School,"1626 BALLTOWN RD, SCHENECTADY, NY 12309",362088002959,https://www.niskayunaschools.org/about-us/directions/,1,True,Validity is confirmed according to current tests.
Rosendale School,"2445 ROSENDALE RD, SCHENECTADY, NY 12309",362088002960,https://www.niskayunaschools.org/rosendale-elementary/,7,False,Query Ranking > 5
Iroquois Middle School,"2495 ROSENDALE RD, SCHENECTADY, NY 12309",362088004488,https://www.niskayunaschools.org/iroquois-middle-school/,1,True,Validity is confirmed according to current tests.
Belmont Elementary School,"108 BARNUM ST, NORTH BABYLON, NY 11704",362091004736,http://www.newyorkschools.com/schools/belmont-elementary-school.html,10,False,Query Ranking > 5
Robert Moses Middle School,"250 PHELPS LN, NORTH BABYLON, NY 11703",362091004737,https://dataexplorer.agile-ed.com/m/Lookup/NY/664088-Robert-Moses-Middle-School,14,False,Query Ranking > 5
Parliament Place School,"80 PARLIAMENT PL, NORTH BABYLON, NY 11703",362091004738,https://projects.newsday.com/schools/school/parliament-place-school,8,False,Query Ranking > 5
Woods Road Elementary School,"110 WOODS RD, NORTH BABYLON, NY 11703",362091004739,https://www.century21.com/schools/11703-north-babylon-ny-schools/woods-road-elementary-school/O00774641-LZ11703,14,False,Query Ranking > 5
North Babylon High School,"1 PHELPS LN, NORTH BABYLON, NY 11703",362091004740,http://www.signaturepremier.com/North-Babylon-Schools,12,False,Query Ranking > 5
Marion G Vedder Elementary School,"794 DEER PARK AVE, NORTH BABYLON, NY 11703",362091004741,https://www.homesnap.com/schools/NY/North_Babylon/Marion_G_Vedder_Elementary_School,14,False,Query Ranking > 5
William E Deluca Jr Elementary School,"223 PHELPS LN, NORTH BABYLON, NY 11703",362091004742,http://www.newyorkschools.com/schools/william-e-deluca-jr-elementary-school.html,16,False,Query Ranking > 5
John G Dinkelmeyer School,"2100 WALTOFFER AVE, NORTH BELLMORE, NY 11710",362094002973,http://www.northbellmoreschools.org/schools/john_g_dinkelmeyer_elementary,1,False,School String not found in website.
Newbridge Road School,"1601 NEWBRIDGE RD, NORTH BELLMORE, NY 11710",362094002974,http://www.northbellmoreschools.org/schools/newbridge_road_elementary,1,False,School String not found in website.
Park Avenue School,"1599 PARK AVE, NORTH MERRICK, NY 11566",362094002975,http://www.northbellmoreschools.org/schools/park_avenue_elementary,6,False,Query Ranking > 5
Saw Mill Road School,"2801 SAW MILL RD, NORTH BELLMORE, NY 11710",362094002976,http://www.northbellmoreschools.org/schools/saw_mill_road_elementary,1,True,Validity is confirmed according to current tests.
Martin Avenue Elementary School,"2616 MARTIN AVE, BELLMORE, NY 11710",362094004866,http://www.northbellmoreschools.org/schools/martin_avenue_elementary,1,True,Validity is confirmed according to current tests.
North Collins Elementary School,"10469 BANTLE RD, NORTH COLLINS, NY 14111",362097002977,https://nces.northcollins.com/,1,True,Validity is confirmed according to current tests.
North Collins Junior-Senior High School,"2045 SCHOOL ST, NORTH COLLINS, NY 14111",362097002978,https://nchs.northcollins.com/,1,False,School String not found in website.
Blue Creek School,"100 CLINTON RD, LATHAM, NY 12110",362100002979,https://www.northcolonie.org/directions/blue-creek-elementary/,6,False,Query Ranking > 5
Boght Hills School,"38 DUNSBACH FERRY RD, COHOES, NY 12047",362100002980,https://www.northcolonie.org/boght-hills-elementary/,1,False,School String not found in website.
Forts Ferry School,"95 FORTS FERRY RD, LATHAM, NY 12110",362100002981,https://www.northcolonie.org/forts-ferry-elementary/,1,False,School String not found in website.
Latham Ridge School,"6 MERCER AVE, LATHAM, NY 12110",362100002983,https://www.northcolonie.org/latham-ridge-elementary/,1,False,School String not found in website.
Loudonville School,"349 OSBORNE RD, LOUDONVILLE, NY 12211",362100002984,https://www.northcolonie.org/directions/loudonville-elementary/,1,False,School String not found in website.
Shaker High School,"445 WATERVLIET-SHAKER RD, LATHAM, NY 12110",362100002985,https://www.northcolonie.org/shaker-high-school/,1,True,Validity is confirmed according to current tests.
Shaker Junior High School,"475 WATERVLIET-SHAKER RD, LATHAM, NY 12110",362100002986,https://www.northcolonie.org/directions/shaker-junior-high-school/,1,True,Validity is confirmed according to current tests.
Southgate School,"30 SOUTHGATE RD, LOUDONVILLE, NY 12211",362100002987,https://www.northcolonie.org/directions/southgate-elementary/,2,False,School String not found in website.
Camp Avenue School,"1712 MERRICK AVE, MERRICK, NY 11566",362112002988,https://www.nmerrickschools.org/camp,1,True,Validity is confirmed according to current tests.
Harold D Fayette School,"1057 MERRICK AVE, NORTH MERRICK, NY 11566",362112002989,https://www.nmerrickschools.org/Domain/194,1,False,School String not found in website.
Old Mill Road School,"1775 OLD MILL RD, MERRICK, NY 11566",362112002990,https://www.nmerrickschools.org/Domain/247,1,True,Validity is confirmed according to current tests.
North Salem Middle School/High School,"230 JUNE RD, NORTH SALEM, NY 10560",362118002991,https://www.northsalemschools.org/,1,False,School String not found in website.
Pequenakonck Elementary School,"173 JUNE RD, NORTH SALEM, NY 10560",362118002992,https://www.northsalemschools.org/Domain/8,1,True,Validity is confirmed according to current tests.
Allen Road Elementary School,"803 ALLEN RD, NORTH SYRACUSE, NY 13212",362121002994,https://www.nscsd.org/allenroad,1,False,School String not found in website.
Karl W Saile Bear Road Elementary School,"5590 BEAR RD, NORTH SYRACUSE, NY 13212",362121002995,https://www.hisawyer.com/listings/schools/108162-karl-w-saile-bear-road-elementary-school,7,False,Query Ranking > 5
Cicero Elementary School,"5979 RT 31, CICERO, NY 13039",362121002996,https://www.nscsd.org/ciceroEL,1,True,Validity is confirmed according to current tests.
Cicero-North Syracuse High School,"6002 RT 31, CICERO, NY 13039",362121002997,https://www.nscsd.org/cnshs,1,False,School String not found in website.
Gillette Road Middle School,"6150 S BAY RD, CICERO, NY 13039",362121002998,https://www.nscsd.org/gillette,1,True,Validity is confirmed according to current tests.
Lakeshore Road Elementary School,"7180 LAKESHORE RD, CICERO, NY 13039",362121002999,https://www.nscsd.org/lakeshore,1,True,Validity is confirmed according to current tests.
North Syracuse Junior High School,"5353 W TAFT RD, NORTH SYRACUSE, NY 13212",362121003001,https://www.nscsd.org/nsjh,1,True,Validity is confirmed according to current tests.
Roxboro Road Elementary School,"200 BERNARD ST, SYRACUSE, NY 13211",362121003003,https://www.nscsd.org/roxboroel,1,True,Validity is confirmed according to current tests.
Roxboro Road Middle School,"300 BERNARD ST, SYRACUSE, NY 13211",362121003004,https://www.nscsd.org/roxboroMS,1,True,Validity is confirmed according to current tests.
Smith Road Elementary School,"5959 SMITH RD, NORTH SYRACUSE, NY 13212",362121003005,https://www.nscsd.org/smith,1,True,Validity is confirmed according to current tests.
Main Street Elementary School,"205 S MAIN ST, NORTH SYRACUSE, NY 13212",362121004565,https://www.nscsd.org/earlyEducation,1,True,Validity is confirmed according to current tests.
North Tonawanda Middle School,"1500 VANDERBILT AVE, NORTH TONAWANDA, NY 14120",362124003007,https://www.ntschools.org/Domain/381,1,True,Validity is confirmed according to current tests.
Drake School,"380 DRAKE DR, NORTH TONAWANDA, NY 14120",362124003008,https://www.ntschools.org/drake,1,False,School String not found in website.
Meadow School,"455 MEADOW DR, NORTH TONAWANDA, NY 14120",362124003012,https://www.ntschools.org/Page/2605,1,False,School String not found in website.
North Tonawanda High School,"405 MEADOW DR, NORTH TONAWANDA, NY 14120",362124003013,https://www.ntschools.org/nths,1,True,Validity is confirmed according to current tests.
Ohio Elementary School,"625 OHIO AVE, NORTH TONAWANDA, NY 14120",362124003014,https://www.ntschools.org/ohio,1,True,Validity is confirmed according to current tests.
Spruce School,"195 SPRUCE ST, NORTH TONAWANDA, NY 14120",362124003016,https://www.ntschools.org/spruce,1,False,School String not found in website.
Northeastern Clinton Middle School,"103 RT 276, CHAMPLAIN, NY 12919",362125003018,https://www.nccscougar.org/,1,False,School String not found in website.
Northeastern Clinton Senior High School,"103 RT 276, CHAMPLAIN, NY 12919",362125003019,https://www.nccscougar.org/,1,False,School String not found in website.
Mooers Elementary School,"16 SCHOOL ST, MOOERS, NY 12958",362125003020,https://www.nccscougar.org/Mooers,1,True,Validity is confirmed according to current tests.
Rouses Point Elementary School,"80 MAPLE ST, ROUSES POINT, NY 12979",362125003021,https://www.nccscougar.org/domain/142,3,False,School String not found in website.
Northern Adirondack Middle/High School,"5586 RT 11, ELLENBURG DEPOT, NY 12935",362126003024,https://www.nacs1.org/o/nams/page/contact-school,1,False,School String not found in website.
Northern Adirondack Elementary School,"5572 RT 11, ELLENBURG DEPOT, NY 12935",362126004489,https://www.nacs1.org/,3,True,Validity is confirmed according to current tests.
Bellerose Elementary School,"253 BELLEROSE AVE, EAST NORTHPORT, NY 11731",362127003026,http://www.northport.k12.ny.us/schools/bellerose_avenue_elementary,1,False,School String not found in website.
Dickinson Avenue Elementary School,"120 DICKINSON AVE, EAST NORTHPORT, NY 11731",362127003027,http://www.northport.k12.ny.us/schools/dickinson_avenue_elementary,1,True,Validity is confirmed according to current tests.
East Northport Middle School,"1075 5TH AVE, EAST NORTHPORT, NY 11731",362127003028,http://www.northport.k12.ny.us/schools/east_northport_middle_school,1,True,Validity is confirmed according to current tests.
Fifth Avenue Elementary School,"1157 5TH AVE, EAST NORTHPORT, NY 11731",362127003029,http://www.northport.k12.ny.us/schools/fifth_avenue_elementary_school,1,True,Validity is confirmed according to current tests.
Northport Middle School,"11 MIDDLEVILLE RD, NORTHPORT, NY 11768",362127003032,http://www.northport.k12.ny.us/schools/northport_middle_school,1,True,Validity is confirmed according to current tests.
Northport Senior High School,"154 LAUREL HILL RD, NORTHPORT, NY 11768",362127003033,http://northport.k12.ny.us/schools/northport_high_school,1,False,School String not found in website.
Norwood Avenue School,"25 NORWOOD RD, NORTHPORT, NY 11768",362127003034,http://www.northport.k12.ny.us/schools/norwood_avenue_elementary,1,False,School String not found in website.
Ocean Avenue School,"100 OCEAN AVE, NORTHPORT, NY 11768",362127003035,http://www.northport.k12.ny.us/schools/ocean_avenue_elementary,1,False,School String not found in website.
Pulaski Road School,"623 9TH AVE, EAST NORTHPORT, NY 11731",362127003036,http://www.northport.k12.ny.us/schools/pulaski_road_elementary,1,False,School String not found in website.
Northville Elementary School,"131 S 3RD ST, NORTHVILLE, NY 12134",362130003037,http://www.northvillecsd.k12.ny.us/,1,False,School String not found in website.
Northville High School,"131 S 3RD ST, NORTHVILLE, NY 12134",362130003038,http://www.northvillecsd.k12.ny.us/,1,False,School String not found in website.
Norwich High School,"49 MIDLAND DR, NORWICH, NY 13815",362133003039,https://www.hisawyer.com/listings/schools/108190-norwich-high-school,4,True,Validity is confirmed according to current tests.
Norwich Middle School,"89 MIDLAND DR, NORWICH, NY 13815",362133003040,https://www.norwichcsd.org/norwichmiddleschool_home.aspx,1,True,Validity is confirmed according to current tests.
Perry Browne Intermediate School,"31 BEEBE AVE, NORWICH, NY 13815",362133003041,https://www.norwichcsd.org/perrybrowneintermediate_home.aspx,1,True,Validity is confirmed according to current tests.
Stanford J Gibson Primary School,"8 RIDGELAND RD, NORWICH, NY 13815",362133003042,https://www.norwichcsd.org/stanfordgibsonprimary_home.aspx,1,False,School String not found in website.
Norwood-Norfolk Elementary School,"7852 STATE HWY 56, NORWOOD, NY 13668",362136003043,https://www.nncsk12.org/,1,False,School String not found in website.
Norwood-Norfolk School,"7852 STATE HWY 56, NORWOOD, NY 13668",362136003045,https://www.nncsk12.org/,1,False,School String not found in website.
Norwood-Norfolk Middle School,"7852 STATE HWY 56, NORWOOD, NY 13668",362136005581,https://www.nncsk12.org/,1,False,School String not found in website.
Dalton-Nunda Primary School,"13 MILL ST, NUNDA, NY 14517",362145003046,https://www.keshequa.org/apps/pages/index.jsp?uREC_ID=1043066&type=d,1,False,School String not found in website.
Dalton-Nunda Secondary School,"13 MILL ST, NUNDA, NY 14517",362145003047,https://www.keshequa.org/apps/pages/index.jsp?uREC_ID=1043066&type=d,1,False,School String not found in website.
Dalton-Nunda Intermediate School,"13 MILL ST, NUNDA, NY 14517",362145003293,https://www.keshequa.org/apps/pages/index.jsp?uREC_ID=1043066&type=d,1,False,School String not found in website.
Nyack Middle School,"98 S HIGHLAND AVE, NYACK, NY 10960",362148003049,https://ms.nyackschools.org/,1,True,Validity is confirmed according to current tests.
