SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
Ps 84 Jose De Diego,"250 BERRY ST, BROOKLYN, NY 11211",360011902326,https://www.ps84k.org/,1
Progress High School For Professional Careers,"850 GRAND ST, BROOKLYN, NY 11211",360011903074,https://www.progresshighschool.com/,1
East Williamsburg Scholars Academy,"850 GRAND ST, BROOKLYN, NY 11211",360011903078,https://insideschools.org/school/14K477,1
Ps 319,"360 KEAP ST, BROOKLYN, NY 11211",360011904604,https://www.ps319williamsburg.org/,1
Brooklyn Preparatory High School,"257 N 6TH ST, BROOKLYN, NY 11211",360011905699,http://www.brooklynprephs.org/,1
Conselyea Preparatory School,"208 N 5TH ST, BROOKLYN, NY 11211",360011905701,https://insideschools.org/school/14K577,1
Ms 582,"207 BUSHWICK AVE, BROOKLYN, NY 11206",360011905702,https://www.magnet582.com/,1
Williamsburg High School For Architecture And Design,"257 N 6TH ST, BROOKLYN, NY 11211",360011905703,https://www.whsad.org/,1
Williamsburg Preparatory School,"257 N 6TH ST, BROOKLYN, NY 11211",360011905704,https://insideschools.org/school/14K561,1
Lyons Community School,"223 GRAHAM AVE, BROOKLYN, NY 11206",360011905933,https://www.lyonscommunityschool.org/,1
Young Women'S Leadership School Of Brooklyn,"325 BUSHWICK AVE, BROOKLYN, NY 11206",360011906033,https://www.tywlsbrooklyn.org/,1
East New York Family Academy,"2057 LINDEN BLVD, BROOKLYN, NY 11207",360012000813,https://insideschools.org/school/19K409,2
Transit Tech Career And Technical Education High School,"1 WELLS ST, BROOKLYN, NY 11208",360012001941,https://transittechhs.org/,1
Ps 149 Danny Kaye,"700 SUTTER AVE, BROOKLYN, NY 11207",360012002538,https://www.ps149dannykaye.com/,1
Is 171 Abraham Lincoln,"528 RIDGEWOOD AVE, BROOKLYN, NY 11208",360012002604,http://www.is171.org/,1
Ps 346 Abe Stark,"1400 PENNSYLVANIA AVE, BROOKLYN, NY 11239",360012002855,https://www.hisawyer.com/listings/schools/105894-ps-346-abe-stark,1
High School For Civil Rights,"400 PENNSYLVANIA AVE, BROOKLYN, NY 11207",360012005717,https://insideschools.org/school/19K504,1
Performing Arts And Technology High School,"400 PENNSYLVANIA AVE, BROOKLYN, NY 11207",360012005718,https://www.pathsnyc.org/,1
World Academy For Total Community Health,"400 PENNSYLVANIA AVE, BROOKLYN, NY 11207",360012005719,https://insideschools.org/school/19K510,1
Academy For Young Writers,"1065 ELTON ST, BROOKLYN, NY 11208",360012005884,http://young-writers.squarespace.com/,1
Frederick Douglass Academy Viii Middle School,"1400 PENNSYLVANIA AVE, BROOKLYN, NY 11239",360012005895,http://www.fdaviii.org/,1
Multicultural High School,"999 JAMAICA AVE-RM 436, BROOKLYN, NY 11208",360012005931,https://www.hisawyer.com/listings/schools/105893-multicultural-high-school,1
Cypress Hills Collegiate Preparatory School,"999 JAMAICA AVE, BROOKLYN, NY 11208",360012006031,https://insideschools.org/school/19K659,1
Brooklyn Lab School,"999 JAMAICA AVE, BROOKLYN, NY 11208",360012006045,https://brooklynlabschool.org/,1
Academy Of Innovative Technology,"999 JAMAICA AVE, BROOKLYN, NY 11208",360012006046,https://www.aoiths.org/,1
East New York Middle School Of Excellence,"605 SHEPHERD AVE, BROOKLYN, NY 11208",360012006100,https://insideschools.org/school/19K678,1
Spring Creek Community School,"1065 ELTON ST, BROOKLYN, NY 11208",360012006339,https://www.sccsbrooklyn.org/,1
Brooklyn Gardens Elementary School,"574 DUMONT AVE, BROOKLYN, NY 11207",360012006416,https://www.bges.education/,1
Van Siclen Community Middle School,"800 VAN SICLEN AVE, BROOKLYN, NY 11207",360012006417,https://insideschools.org/school/19K654,1
Vista Academy,"350 LINWOOD ST, BROOKLYN, NY 11208",360012006418,https://www.vistaacademybrooklyn.com/,1
Liberty Avenue Middle School,"350 LINWOOD ST, BROOKLYN, NY 11208",360012006419,https://www.libertyavems.com/,1
School Of The Future Brooklyn,"574 DUMONT AVE, BROOKLYN, NY 11207",360012006420,https://insideschools.org/school/19K663,1
Urban Assembly School For Collaborative Healthcare,"999 JAMAICA AVE, BROOKLYN, NY 11208",360012006484,http://www.uasch.org/,1
Ps 156 Waverly,"104 SUTTER AVE, BROOKLYN, NY 11212",360012102564,https://k156.org/,1
Is 392,"104 SUTTER AVE, BROOKLYN, NY 11212",360012105237,https://insideschools.org/school/23K392,1
Teachers Preparatory High School,"226 BRISTOL ST, BROOKLYN, NY 11212",360012105242,https://www.teachersprep.org/,1
Mott Hall Iv,"1137 HERKIMER ST, BROOKLYN, NY 11233",360012105724,https://insideschools.org/school/23K522,1
Brooklyn Democracy Academy,"985 ROCKAWAY AVE, BROOKLYN, NY 11212",360012105997,https://insideschools.org/school/23K643,1
Metropolitan Diploma Plus High School,"985 ROCKAWAY AVE, BROOKLYN, NY 11212",360012106064,https://insideschools.org/school/23K647,1
Mott Hall Bridges Academy,"210 CHESTER ST, BROOKLYN, NY 11212",360012106175,https://insideschools.org/school/23K671,1
Christopher Avenue Community School,"51 CHRISTOPHER AVE, BROOKLYN, NY 11212",360012106288,https://insideschools.org/school/23K401,1
Riverdale Avenue Community School,"76 RIVERDALE AVE, BROOKLYN, NY 11212",360012106313,https://insideschools.org/school/23K446,1
Brownsville Collaborative Middle School,"85 WATKINS ST, BROOKLYN, NY 11212",360012106351,https://insideschools.org/school/23K363,1
Brooklyn Landmark Elementary School,"251 MACDOUGAL ST, BROOKLYN, NY 11233",360012106426,http://www.brooklynlandmark.org/,1
Riverdale Avenue Middle School,"76 RIVERDALE AVE, BROOKLYN, NY 11212",360012106428,https://insideschools.org/school/23K668,1
Flushing High School,"35-01 UNION ST, FLUSHING, NY 11354",360012201950,https://www.flushinghighschool.org/,1
John Bowne High School,"63-25 MAIN ST, FLUSHING, NY 11367",360012202014,https://www.johnbowne.org/,1
Ps 120,"58-01 136TH ST, FLUSHING, NY 11355",360012202444,https://www.ps120q.org/,1
Ps 154,"75-02 162ND ST, FLUSHING, NY 11366",360012202555,http://www.ps154queensny.org/,1
Townsend Harris High School,"149-11 MELBOURNE AVE, FLUSHING, NY 11367",360012204485,https://www.thhs.qc.edu/apps/maps/,1
Ps 130,"200-01 42ND AVE, BAYSIDE, NY 11361",360012204610,http://ps130queens.weebly.com/,1
Flushing International High School,"144-80 BARCLAY AVE, FLUSHING, NY 11355",360012205727,https://insideschools.org/school/25Q263,1
East-West School Of International Studies,"46-21 COLDEN ST, FLUSHING, NY 11355",360012205879,https://www.ewsis.org/,1
Bell Academy,"18-25 212TH ST, BAYSIDE, NY 11360",360012205979,http://www.thebellacademy.com/about.html,1
North Queens Community High School,"141-25 77TH RD, FLUSHING, NY 11367",360012205980,https://insideschools.org/school/25Q792,1
Veritas Academy,"35-01 UNION ST, FLUSHING, NY 11354",360012206434,https://www.veritas.nyc/,1
Queens High School For Language Studies,"35-01 UNION ST, FLUSHING, NY 11354",360012206435,https://insideschools.org/school/25Q241,1
August Martin High School,"156-10 BAISLEY BLVD, JAMAICA, NY 11434",360012301912,https://www.augustmartin.org/Contact_Us,1
John Adams High School,"101-01 ROCKAWAY BLVD, OZONE PARK, NY 11417",360012302013,https://www.johnadamsnyc.org/,1
Lighthouse Elementary School,"180 BEACH 35TH ST, FAR ROCKAWAY, NY 11691",360012302398,https://ps106q.echalksites.com/,1
Ps 123,"145-01 119TH AVE, SOUTH OZONE PARK, NY 11436",360012302454,https://www.ps123q.com/,1
Ps 43,"160 BEACH 29TH ST, FAR ROCKAWAY, NY 11691",360012302512,https://www.hisawyer.com/listings/schools/106032-ps-43,3
Ps 155,"130-02 115TH AVE, SOUTH OZONE PARK, NY 11420",360012302558,https://ps155q.wixsite.com/ps155,5
Richmond Hill High School,"89-30 114TH ST, RICHMOND HILL, NY 11418",360012302863,https://www.richmondhillhs.org/,1
Ps 253,"1307 CENTRAL AVE, FAR ROCKAWAY, NY 11691",360012305728,https://www.ps253q.org/,1
Frederick Douglass Academy Vi High School,"8-21 BAY 25TH ST, FAR ROCKAWAY, NY 11691",360012305730,https://insideschools.org/school/27Q260,1
Channel View School For Research,"100-00 BEACH CHANNEL DR, ROCKAWAY PARK, NY 11694",360012305731,https://insideschools.org/school/27Q262,1
Scholars' Academy,"320 BEACH 104TH ST, ROCKAWAY PARK, NY 11694",360012305831,https://www.scholarsnyc.com/,1
Goldie Maple Academy,"3-65 BEACH 56TH ST, ARVERNE, NY 11692",360012305883,https://insideschools.org/school/27Q333,1
Knowledge And Power Preparatory Academy Vi,"8-21 BAY 25TH ST, FAR ROCKAWAY, NY 11691",360012305890,https://insideschools.org/school/27Q282,1
Village Academy,"10-45 NAMEOKE ST, FAR ROCKAWAY, NY 11691",360012306104,https://www.vanyc.org/,1
Waterside Children'S Studio School,"1-90 BEACH 110TH ST, ROCKAWAY PARK, NY 11694",360012306106,https://www.hisawyer.com/listings/schools/106006-waterside-childrens-studio-school,5
Waterside School For Leadership,"1-90 BEACH 110TH ST, ROCKAWAY PARK, NY 11694",360012306127,http://www.watersideschoolforleadership.com/,1
Rockaway Park High School For Environmental Sustainability,"100-00 BEACH CHANNEL DR, ROCKAWAY PARK, NY 11694",360012306194,https://www.rockawayparkhs.com/,1
Rockaway Collegiate High School,"100-00 BEACH CHANNEL DR, ROCKAWAY PARK, NY 11694",360012306277,https://insideschools.org/school/27Q351,1
Wave Preparatory Elementary School,"535 BRIAR PL, FAR ROCKAWAY, NY 11691",360012306360,https://insideschools.org/school/27Q362,2
Hawtree Creek Middle School,"121-10 ROCKAWAY BLVD, SOUTH OZONE PARK, NY 11420",360012306436,http://www.hcms297.org/,1
Eastport Elementary School,"390 MONTAUK HWY, EASTPORT, NY 11941",360012500788,https://www.esmonline.org/Domain/391,1
South Street School,"130 SOUTH ST, MANORVILLE, NY 11949",360012503736,https://www.esmonline.org/Domain/341,1
Dayton Avenue School,"151 DAYTON AVE, MANORVILLE, NY 11949",360012504330,https://www.esmonline.org/Domain/274,1
Tuttle Avenue School,"1 TUTTLE AVE, EASTPORT, NY 11941",360012506504,https://www.esmonline.org/Domain/454,1
Greater Binghamton Health Center,"425 ROBINSON ST, BINGHAMTON, NY 13904",360012706473,https://omh.ny.gov/omhweb/facilities/bipc/,1
Sagamore Children'S Psychiatric Center,"197 HALF HOLLOW RD, DIX HILLS, NY 11746",360012706478,https://omh.ny.gov/omhweb/facilities/scpc/,1
Rockland Children'S Psychiatric Center,"2 FIRST AVE-BLDG 129, ORANGEBURG, NY 10962",360012706488,https://omh.ny.gov/omhweb/facilities/rcpc/,2
Elmira Psychiatric Center,"100 WASHINGTON ST, ELMIRA, NY 14901",360012706505,https://omh.ny.gov/omhweb/facilities/elpc/index.htm,1
South Beach Psychiatric Center,"777 SEAVIEW AVE, STATEN ISLAND, NY 10305",360012706515,https://omh.ny.gov/omhweb/facilities/sbpc/,1
New York City Children'S Center,"74-03 COMMONWEALTH BLVD, BELLEROSE, NY 11426",360012706536,https://omh.ny.gov/omhweb/facilities/nyccc/qcpc/,1
Taberg Residential Center,"10011 FLO TABERG RD, TABERG, NY 13471",360013106513,https://projects.propublica.org/miseducation/school/360013106513,1
Oracle Charter School,"888 DELAWARE AVE, BUFFALO, NY 14209",360013205754,https://www.hisawyer.com/listings/schools/106076-oracle-charter-school,5
Urban Choice Charter School,"545 HUMBOLDT ST, ROCHESTER, NY 14610",360013405756,https://www.urbanchoicecharterschool.org/,1
Ps 723,"3540 BIVONA ST, BRONX, NY 10475",360013500554,https://insideschools.org/school/75X723,1
Ps 373,"91 HENDERSON AVE, STATEN ISLAND, NY 10301",360013500957,https://www.p373r.com/,1
Ps 9,"58-74 57TH ST, MASPETH, NY 11378",360013502070,https://insideschools.org/school/75Q009,1
Ps 37,"15 FAIRFIELD ST, STATEN ISLAND, NY 10308",360013502170,https://insideschools.org/school/75R037,1
Ps 168,"3050 WEBSTER AVE, BRONX, NY 10467",360013502224,https://insideschools.org/school/75X168,1
Ps 226,"345 E 15TH ST-RM 202, NEW YORK, NY 10003",360013502733,https://www.hisawyer.com/listings/schools/106117-ps-226,2
Ps Q811,"61-25 MARATHON PKWY, LITTLE NECK, NY 11362",360013502843,https://insideschools.org/school/75Q811,1
Ps X811,"1434 LONGFELLOW AVE, BRONX, NY 10459",360013502844,https://insideschools.org/school/75X811,1
Ps 224,"252-12 72ND AVE-RM 118, BELLEROSE, NY 11426",360013502858,https://www.hisawyer.com/listings/schools/106110-ps-224,1
Manhattan School For Career Development,"113 E 4TH ST, NEW YORK, NY 10003",360013502870,https://insideschools.org/school/75M751,1
Ps 36,"2045 LINDEN BLVD, BROOKLYN, NY 11207",360013504476,https://insideschools.org/school/75K036,1
Queens Transition Center,"142-10 LINDEN BLVD, JAMAICA, NY 11436",360013504481,https://insideschools.org/school/75Q752,1
Ps 993,"85-15 258TH ST, FLORAL PARK, NY 11001",360013504818,http://www.p993q.org/,1
Vida Bogart School For All Children (The),"1330 BRISTOW ST, BRONX, NY 10459",360013505853,https://education.uslocalsearch.info/en/vida-bogart-school-for-all-children-the-1-718-893-6813.html,5
Riverview School,"1-50 51ST AVE, LONG ISLAND CITY, NY 11101",360013506368,https://www.theriverviewschool.com/blank,1
Girls Preparatory Charter School Of New York,"442 E HOUSTON ST-RM 312, NEW YORK, NY 10002",360013605765,https://www.newyorkcharters.org/suny-authorized-schools/girls-prep-charter-school-new-york/,1
Manhattan Charter School,"100 ATTORNEY ST, NEW YORK, NY 10002",360013705766,https://www.manhattancharterschool.org/,1
Harlem Link Charter School,"20 W 112TH ST-RM 357, NEW YORK, NY 10026",360013805775,https://education.uslocalsearch.info/en/harlem-link-charter-school-1-212-289-3249.html,1
Future Leaders Institute Charter School,"134 W 122ND ST, NEW YORK, NY 10027",360013905776,https://www.futureleadersinstitute.org/,1
South Bronx Charter School,"164 BRUCKNER BLVD, BRONX, NY 10454",360014405787,http://www.sbcsica.org/,1
Williamsburg Collegiate Charter School,"157 WILSON ST-4TH FL, BROOKLYN, NY 11211",360014505814,https://nyc.uncommonschools.org/williamsburg-collegiate/,1
Hellenic Classical Charter School,"646 5TH AVE, BROOKLYN, NY 11215",360014605815,https://www.hccs-nys.org/,1
Uft Charter School,"800 VAN SICLEN, BROOKLYN, NY 11207",360015005825,https://www.theuftcharterschool.org/,1
Franklin Delano Roosevelt High School,"5800 20TH AVE, BROOKLYN, NY 11204",360015101947,https://www.fdrhs.org/,1
Fort Hamilton High School,"8301 SHORE RD, BROOKLYN, NY 11209",360015101952,https://www.fthhs.org/,1
New Utrecht High School,"1601 80TH ST, BROOKLYN, NY 11214",360015102036,https://www.newutrechthighschoolnyc.com/,1
Ps 127 Mckinley Park,"7805 7TH AVE, BROOKLYN, NY 11228",360015102471,http://www.mckinleypark127.org/,1
Ps 186 Dr Irving A Gladstone,"7601 19TH AVE, BROOKLYN, NY 11214",360015102641,https://www.ps186.com/,1
Urban Assembly School For Criminal Justice,"4200 16TH AVE, BROOKLYN, NY 11204",360015105955,https://insideschools.org/school/20K609,1
Brooklyn School Of Inquiry,"50 AVE P, BROOKLYN, NY 11218",360015106138,https://insideschools.org/school/20K686,1
Abraham Lincoln High School,"2800 OCEAN PKWY, BROOKLYN, NY 11235",360015201906,https://www.alhs.nyc/,1
Ps 90 Edna Cohen School,"2840 W 12TH ST, BROOKLYN, NY 11224",360015202346,https://www.ps90.org/,1
Ps 121 Nelson A Rockefeller,"5301 20TH AVE, BROOKLYN, NY 11204",360015202447,https://www.publicschool121.org/,1
Ps 253,"601 OCEANVIEW AVE, BROOKLYN, NY 11235",360015202767,http://www.ps253.org/,1
Brooklyn Studio Secondary School,"8310 21ST AVE, BROOKLYN, NY 11214",360015203107,https://www.mybrooklynstudio.com/,1
International High School At Lafayette,"2630 BENSON AVE, BROOKLYN, NY 11214",360015205823,http://www.inths.org/,1
Rachel Carson High School For Coastal Studies,"521 WEST AVE, BROOKLYN, NY 11224",360015205826,https://insideschools.org/school/21K344,1
High School Of Sports Management,"2630 BENSON AVE, BROOKLYN, NY 11214",360015205827,https://www.thehssm.org/,1
Kingsborough Early College School,"2630 BENSON AVE, BROOKLYN, NY 11214",360015205926,https://insideschools.org/school/21K468,1
Life Academy High School For Film And Music,"2630 BENSON AVE, BROOKLYN, NY 11214",360015205940,https://www.lifeacademyhsnyc.org/,1
Liberation Diploma Plus,"2865 W 19TH ST, BROOKLYN, NY 11224",360015205942,https://insideschools.org/school/21K728,1
Brooklyn College Academy,"350 CONEY ISLAND AVE, BROOKLYN, NY 11218",360015300829,https://insideschools.org/school/22K555,1
James Madison High School,"3787 BEDFORD AVE, BROOKLYN, NY 11229",360015302009,https://www.madisonhs.org/,1
Midwood High School,"2839 BEDFORD AVE, BROOKLYN, NY 11210",360015302032,https://www.midwoodhighschool.org/,1
Ps 361 East Flatbush Early Childhood School,"3109 NEWKIRK AVE, BROOKLYN, NY 11226",360015303387,https://www.hisawyer.com/listings/schools/106262-ps-361-east-flatbush-early-childhood-school,1
Ps 134,"4001 18TH AVE, BROOKLYN, NY 11218",360015304067,https://insideschools.org/school/22K134,1
Origins High School,"3000 AVE X, BROOKLYN, NY 11235",360015306422,https://originshighschool.org/,1
Professional Pathways High School,"3000 AVE X, BROOKLYN, NY 11235",360015306423,https://www.professionalpathwayshighschool.com/,1
Ps 889,"21 HINCKLEY PL, BROOKLYN, NY 11218",360015306618,https://www.ps889k.org/,1
New York State School For The Deaf,"401 TURIN ST, ROME, NY 13440",360015405313,http://www.p12.nysed.gov/specialed/nyssd/contact.html,1
Charter School Of Educational Excellence,"260 WARBURTON AVE, YONKERS, NY 10701",360015505844,https://www.charterschoolofeducationalexcellence.org/,1
Community Roots Charter School,"51 ST EDWARDS ST-3RD FL, BROOKLYN, NY 11205",360015905898,https://communityroots.org/,1
South Bronx Classical Charter School,"977 FOX ST, BRONX, NY 10459",360016105893,https://classicalcharterschools.org/schools/south-bronx-classical-i/,1
Albany Community Charter School,"65 KRANK ST, ALBANY, NY 12202",360016205855,https://www.newyorkcharters.org/suny-authorized-schools/albany-community-charter-school/,1
Hyde Leadership Charter School,"730 BRYANT AVE, BRONX, NY 10474",360016505889,https://www.hydebronxny.org/,1
New Heights Academy Charter School,"1818 AMSTERDAM AVE, NEW YORK, NY 10031",360016705891,https://www.newheightsacademy.org/,1
True North Rochester Preparatory Charter School,"630 BROOKS AVE, ROCHESTER, NY 14619",360017305854,https://www.newyorkcharters.org/suny-authorized-schools/true-north-rochester-prep-charter-school/,1
Icahn Charter School 2,"1640 BRONXDALE AVE, BRONX, NY 10462",360094305973,http://www.icahncharterschool2.org/,1
Kings Collegiate Charter School,"1485 PACIFIC ST-FL 2, BROOKLYN, NY 11212",360094405974,https://projects.propublica.org/miseducation/school/360094405974,1
Green Tech High Charter School,"99 SLINGERLAND ST, ALBANY, NY 12202",360094505946,http://www.greentechhigh.org/,1
Sunmount Developmental Center,"2445 STATE RT 30, TUPPER LAKE, NY 12986",360094706500,https://www.nyconnects.ny.gov/providers/sunmount-developmental-center-sofa-ag-375524,1
Northside Charter High School,"424 LEONARD ST-4TH FL, BROOKLYN, NY 11222",360094806058,https://www.northsidechs.org/,1
Pave Academy Charter School,"732 HENRY ST, BROOKLYN, NY 11231",360094906082,https://insideschools.org/school/84K651,1
Rochester Academy Charter School,"841 GENESEE ST, ROCHESTER, NY 14611",360095005995,https://www.racschool.com/,1
The Equity Project Charter School,"549 AUDUBON AVE-TRAILER 30, NEW YORK, NY 10040",360095206000,http://www.tepcharter.org/contact2.php,1
Icahn Charter School 3,"1500 PELHAM PKWY S, BRONX, NY 10461",360095506027,https://www.icahncharterschools.org/,1
Bronx Academy Of Promise Charter School,"1349 INWOOD AVE, BRONX, NY 10452",360095606025,https://www.bronxacademyofpromise.com/,1
Mott Haven Academy Charter School,"170 BROWN PL, BRONX, NY 10454",360096006013,https://havenacademy.org/,1
La Cima Charter School,"800 GATES AVE, BROOKLYN, NY 11221",360096106071,http://www.lacimacharterschool.org/,1
University Prep Charter High School,"600 ST ANN'S AVE, BRONX, NY 10455",360096306039,http://upchs.ss6.sharpschool.com/contact_school,1
Dream Charter School,"1991 2ND AVE, NEW YORK, NY 10029",360096406038,https://www.wearedream.org/,1
Bedford Stuyvesant Collegiate Charter School,"800 GATES AVE-4TH FL, BROOKLYN, NY 11221",360096506044,https://nyc.uncommonschools.org/bedford-stuyvesant-collegiate/,1
Bronx Community Charter School,"3170 WEBSTER AVE, BRONX, NY 10467",360096806074,http://www.bronxcommunity.org/,1
Growing Up Green Charter School,"39-27 28TH ST, LONG ISLAND CITY, NY 11101",360098706124,https://www.gugcs.org/contact.jsp,1
Evergreen Charter School,"605 PENINSULA BLVD, HEMPSTEAD, NY 11550",360098806137,https://ecsli.org/,1
Brooklyn Scholars Charter School,"2635 LINDEN BLVD, BROOKLYN, NY 11208",360098906097,https://www.nhaschools.com/schools/brooklyn-scholars-charter-school/en,1
New Roots Charter School,"116 N CAYUGA ST, ITHACA, NY 14850",360099006102,https://newrootsschool.org/event-location/new-roots-charter-school-116-n-cayuga-st-ithaca-ny-14850-usa/,1
True North Troy Preparatory Charter School,"2 POLK ST, TROY, NY 12180",360099206119,https://www.newyorkcharters.org/suny-authorized-schools/true-north-troy-preparatory-charter-school/,1
Explore Empower Charter School,"188 ROCHESTER AVE, BROOKLYN, NY 11213",360099406151,https://insideschools.org/school/84K742,1
Icahn Charter School 4,"1500 PELHAM PKWY SOUTH, BRONX, NY 10461",360099506103,https://www.icahncharterschool4.org/,1
Summit Academy Charter School,"27 HUNTINGTON ST, BROOKLYN, NY 11231",360099806114,https://sacsny.com/,1
Excellence Girls Charter School,"794 MONROE ST-3RD FL, BROOKLYN, NY 11221",360100006112,https://nyc.uncommonschools.org/excellence-girls-elementary/,1
Academic Leadership Charter School,"677 E 141ST ST, BRONX, NY 10454",360100106154,https://www.alcsbronx.org/,1
Hebrew Language Academy Charter School,"2186 MILL AVE, BROOKLYN, NY 11234",360100306159,https://hlacharterschool.org/,1
Coney Island Preparatory Public Charter School,"501 WEST AVE, BROOKLYN, NY 11224",360100406101,https://coneyislandprep.org/schools/middle-school/,1
Equality Charter School,"4140 HUTCHINSON RIVER PKWY E, BRONX, NY 10475",360100506110,https://www.equalitycharterschool.org/contact-us/,1
Albany Leadership Charter High School For Girls,"19 HACKETT BLVD, ALBANY, NY 12208",360100606202,https://www.albanyleadershiphigh.org/,1
University Preparatory Charter School For Young Men,"1290 LAKE AVE, ROCHESTER, NY 14613",360100806204,https://www.newyorkcharters.org/suny-authorized-schools/university-prep-charter-school-for-young-men/,1
New Hope Academy Charter School,"475 E 57TH ST-3RD FL, BROOKLYN, NY 11203",360101306203,https://www.hisawyer.com/listings/schools/106348-new-hope-academy-charter-school,1
Brooklyn Dreams Charter School,"259 PARKVILLE AVE, BROOKLYN, NY 11230",360101506206,https://www.nhaschools.com/schools/brooklyn-dreams-charter-school/en,1
Challenge Preparatory Charter School,"710 HARTMAN LANE, FAR ROCKAWAY, NY 11691",360101806192,https://challengeprepcharter.org/,1
New World Preparatory Charter School,"26 SHAPE AVE, STATEN ISLAND, NY 10302",360101906215,https://newworldprep.org/,2
Health Sciences Charter School,"1140 ELLICOTT ST, BUFFALO, NY 14209",360102206239,https://www.healthsciencescharterschool.org/,1
Metropolitan Lighthouse Charter School,"180 W 165TH ST, BRONX, NY 10452",360102506233,https://met.lha.net/,1
Hyde Leadership Charter School - Brooklyn,"330 ALABAMA AVE, BROOKLYN, NY 11207",360103006230,https://www.hydebrooklyn.org/,1
Imagine Me Leadership Charter School,"818 SCHENCK AVE, BROOKLYN, NY 11207",360103106238,https://www.imaginemeleadership.org/,1
Ocean Hill Collegiate Charter School,"1137 HERKIMER ST-2ND FL, BROOKLYN, NY 11233",360103206229,https://nyc.uncommonschools.org/ocean-hill-collegiate/,1
Brooklyn East Collegiate Charter School,"80 UNDERHILL AVE, BROOKLYN, NY 11238",360103306240,https://www.hisawyer.com/listings/schools/106367-brooklyn-east-collegiate-charter-school,2
Rochdale Early Advantage Charter School,"122-05 SMITH ST, JAMAICA, NY 11434",360103406224,https://www.reacschool.com/,1
Riverton Street Charter School,"118-34 RIVERTON ST, SAINT ALBANS, NY 11412",360103506226,https://www.nhaschools.com/schools/riverton-street-charter-school/en,1
Broome Street Academy Charter High School,"121 AVE OF THE AMERICAS, NEW YORK, NY 10013",360104306268,https://broomestreetacademy.org/contact/,1
New York City Montessori Charter School,"423 E 138TH ST, BRONX, NY 10454",360104406248,https://nycmcs.org/,1
Ember Charter School,"616 QUINCY ST-3RD FL, BROOKLYN, NY 11221",360104806255,https://www.embercs.org/,1
Icahn Charter School 5,"1500 PELHAM PKWY S, BRONX, NY 10461",360104906265,http://www.icahncharterschool5.org/,1
Amani Public Charter School,"60 S 3RD AVE, MOUNT VERNON, NY 10550",360105106291,http://www.amanicharter.org/,1
