SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING,VALIDITY_CONFIRMED,EXPLANATIONS
Athens Elementary School,"515 N Madison St, Athens, AL 35611",10012001471,https://www.hisawyer.com/listings/schools/50190-athens-elementary-school,2,True,Validity is confirmed according to current tests.
Athens High School,"100 Highway 31 N, Athens, AL 35611",10012001472,https://www.acs-k12.org/ahs,1,True,Validity is confirmed according to current tests.
Athens Middle School,"601 S Clinton St, Athens, AL 35611",10012001473,https://www.acs-k12.org/Page/1637,1,True,Validity is confirmed according to current tests.
James L Cowart Elementary School,"1701 W Hobbs St, Athens, AL 35611",10012001474,https://www.acs-k12.org/ces,6,False,Query Ranking > 5
Julian Newman Elementary School,"517 Julian Newman Dr, Athens, AL 35613",10012001475,https://www.acs-k12.org/jes,1,False,School String not found in website.
Brookhill Elementary School,"320 Brookhill Dr, Athens, AL 35611",10012001758,https://www.acs-k12.org/bes,1,False,School String not found in website.
Athens Renaissance School,"405 South Street East, Athens, AL 35611",10012002417,https://www.acs-k12.org/ars,1,True,Validity is confirmed according to current tests.
Etowah High School,"201 Case Ave, Attalla, AL 35954",10018000033,https://www.attalla.k12.al.us/Domain/10,1,True,Validity is confirmed according to current tests.
Etowah Middle School,"316Jones Street, Attalla, AL 35954",10018000034,https://www.attalla.k12.al.us/Domain/9,1,True,Validity is confirmed according to current tests.
Attalla Elementary School,"300 Cullman Avenue, Attalla, AL 35954",10018000035,https://www.attalla.k12.al.us/Domain/8,1,True,Validity is confirmed according to current tests.
Saraland Middle Schooladams Campus,"401 Baldwin St, Saraland, AL 36571",10018500893,https://www.saralandboe.org/Domain/10,1,False,School String not found in website.
Saraland Elementary School,"229 McKeough Ave, Saraland, AL 36571",10018500952,https://www.saralandboe.org/Domain/9,1,True,Validity is confirmed according to current tests.
Saraland High School,"1115 Industrial Parkway, Saraland, AL 36571",10018502137,https://www.saralandboe.org/Domain/11,1,True,Validity is confirmed according to current tests.
Saraland Early Education Center,"4000 Lil Spartan Drive, Saraland, AL 36571",10018502427,https://www.saralandboe.org/Domain/8,1,True,Validity is confirmed according to current tests.
Montgomery Childrens Specialty Center,"2853 Forbes Dr, Montgomery, AL 36110",10018702371,https://montgomerybytutera.com/,1,False,School String not found in website.
Chickasaw City Elementary School,"80 Grant Street, Chickasaw, AL 36611",10018802193,https://www.chickasawschools.com/,1,False,School String not found in website.
Chickasaw City High School,"50 12th Ave, Chickasaw, AL 36611",10018802194,https://www.chickasawschools.com/,6,False,Query Ranking > 5
Chickasaw Middle School,"50 Chieftain Way, Chickasaw, AL 36611",10018802428,https://www.chickasawschools.com/Domain/10,1,False,School String not found in website.
Satsuma High School,"1 Gator Circle, Satsuma, AL 36572",10018902195,https://www.satsumaschools.com/Domain/9,1,True,Validity is confirmed according to current tests.
Robert E Lee Elementary,"251 Baker Rd, Satsuma, AL 36572",10018902196,https://www.satsumaschools.com/Domain/8,1,True,Validity is confirmed according to current tests.
Thompson Intermediate School,"10019 Highway 119, Alabaster, AL 35007",10019001182,https://www.acsboe.org/Domain/11,9,False,Query Ranking > 5
Thompson High School,"100 Warrior Dr, Alabaster, AL 35007",10019001183,https://www.acsboe.org/ths,1,True,Validity is confirmed according to current tests.
Thompson Middle School,"1509 Kent Dairy Road, Alabaster, AL 35007",10019001184,https://www.acsboe.org/Page/488,6,False,Query Ranking > 5
Meadow View  Elementary School,"2800 Smokey Rd, Alabaster, AL 35007",10019001460,https://www.acsboe.org/Domain/9,1,False,School String not found in website.
Creek View Elementary School,"8568 Highway 17, Maylene, AL 35114",10019001815,https://www.acsboe.org/Domain/8,1,True,Validity is confirmed according to current tests.
Thompson Sixth Grade Center,"10111 Highway 119, Alabaster, AL 35007",10019002149,https://elementaryschools.org/directory/al/cities/alabaster/thompson-sixth-grade-center/10019002149/,10,False,Query Ranking > 5
Pelham Oaks,"2200 Highway 33, Pelham, AL 35124",10019402395,https://poes.pelhamcityschools.org/about_us/contact_us,3,True,Validity is confirmed according to current tests.
Pelham Ridge,"251 Applegate Parkway, Pelham, AL 35124",10019402396,https://www.pelhamcityschools.org/about_us/our_schools/pelham_ridge_elementary_school,1,True,Validity is confirmed according to current tests.
Pelham Park Middle School,"2016 Pelham Park Boulevard, Pelham, AL 35124",10019402398,https://ppms.pelhamcityschools.org/,1,True,Validity is confirmed according to current tests.
Pelham High School,"2500 Panther Cir, Pelham, AL 35124",10019402399,https://phs.pelhamcityschools.org/,1,True,Validity is confirmed according to current tests.
Pike Road Elementary School,"500 Avenue of Learning, Pike Road, AL 36064",10019502407,https://elementary.pikeroadschools.org/,1,True,Validity is confirmed according to current tests.
Pike Road Historic School,"4710 Pike Road, Pike Road, AL 36064",10019502424,https://www.pikeroadschools.org/,1,False,School String not found in website.
Acceleration Day And Evening Academy,"3100 Cottage Hill Rd, Mobile, AL 36606",10019702432,https://www.accelacademymobile.com/,1,False,School String not found in website.
Auburn High School,"1701 E Samford Avenue, Auburn, AL 36830",10021000036,https://www.auburnschools.org/domain/322,2,True,Validity is confirmed according to current tests.
Auburn Junior High School,"405 S Dean Rd, Auburn, AL 36830",10021000037,https://www.auburnschools.org/Page/1095,2,True,Validity is confirmed according to current tests.
Cary Woods Elementary School,"715 Sanders St, Auburn, AL 36830",10021000039,https://www.auburnschools.org/cwes,1,True,Validity is confirmed according to current tests.
Dean Road Elementary School,"335 S Dean Rd, Auburn, AL 36830",10021000040,https://www.auburnschools.org/dres,1,True,Validity is confirmed according to current tests.
Drake Middle School,"655 Spencer Ave, Auburn, AL 36832",10021000041,https://www.auburnschools.org/domain/320,1,True,Validity is confirmed according to current tests.
Wrights Mill Road Elementary School,"807 Wrights Mill Rd, Auburn, AL 36830",10021000042,https://www.auburnschools.org/wmres,1,True,Validity is confirmed according to current tests.
Auburn Early Education Center,"721 E University Dr, Auburn, AL 36830",10021000053,https://www.auburnschools.org/aeec,1,True,Validity is confirmed according to current tests.
Ogletree Elementary School,"737 Ogletree Rd, Auburn, AL 36830",10021001254,https://www.auburnschools.org/ogletree/,1,True,Validity is confirmed according to current tests.
Margaret Yarbrough Elementary School,"1555 N Donahue Dr, Auburn, AL 36830",10021001259,https://www.auburnschools.org/yarbrough/,3,False,School String not found in website.
Richland Elementary School,"770 S Yarbrough Farms Boulevard, Auburn, AL 36830",10021001879,https://www.auburnschools.org/richland,6,False,Query Ranking > 5
Pick Elementary School,"1320 N College St, Auburn, AL 36830",10021002363,https://www.auburnschools.org/domain/315,1,True,Validity is confirmed according to current tests.
East Samford School,"332 E Samford Avenue, Auburn, AL 36830",10021002440,https://www.auburnschools.org/ess,1,True,Validity is confirmed according to current tests.
Billingsley High School,"2446 County Road 77, Billingsley, AL 36006",10024000045,https://www.bsk12.net/directions,1,False,School String not found in website.
Marbury High School,"2360 Highway 31 North, Deatsville, AL 36022",10024000046,https://www.marburyhighschool.org/contact,1,True,Validity is confirmed according to current tests.
Prattville Elementary School,"134 Patrick St, Prattville, AL 36067",10024000047,https://www.pesbobcats.com/,1,True,Validity is confirmed according to current tests.
Prattville High School,"1315 Upper Kingston Rd, Prattville, AL 36067",10024000048,https://www.gophslions.com/contact,1,True,Validity is confirmed according to current tests.
Prattville Junior High School,"1089 N Chestnut, Prattville, AL 36067",10024000049,https://www.pjhscats.com/,6,False,Query Ranking > 5
Prattville Intermediate School,"1020 Honeysuckle Dr, Prattville, AL 36067",10024000050,https://pisautaugaal.schoolinsites.com/,1,True,Validity is confirmed according to current tests.
Prattville Primary School,"216 Wetumpka St, Prattville, AL 36067",10024000051,https://www.prattvilleprimary.com/,1,True,Validity is confirmed according to current tests.
Pine Level Elementary School,"2040 Highway 31 N, Deatsville, AL 36022",10024000543,https://www.pinelevelelem.com/,1,True,Validity is confirmed according to current tests.
Daniel Pratt Elementary School,"420 Harvest Loop, Prattville, AL 36066",10024000546,https://www.dpeseagles.com/,1,True,Validity is confirmed according to current tests.
Autauga County Alternative School,"816 Cardinal Ln, Prattville, AL 36067",10024000587,https://www.acboe.net/alt,3,False,School String not found in website.
Autauga County Technology Center,"1301 Upper Kingston Rd, Prattville, AL 36067",10024000590,https://www.autaugatech.com/,1,True,Validity is confirmed according to current tests.
Autaugaville School,"2708 Dutch Bend St, Autaugaville, AL 36003",10024001408,https://www.autaugavilleschool.com/,1,True,Validity is confirmed according to current tests.
Louise M Smith Development Center,"298 Jay Street, Prattville, AL 36066",10024001550,https://www.awearc.org/development-center.html,1,False,School String not found in website.
Prattville Kindergarten School,"338 1st St, Prattville, AL 36067",10024001639,https://www.prattvillekindergarten.com/,1,True,Validity is confirmed according to current tests.
Marbury Middle School,"210 County Road 20 East, Marbury, AL 36051",10024002159,https://www.marburymiddle.com/contact,1,True,Validity is confirmed according to current tests.
Daphne Middle School,"One Jody Davis Cir, Daphne, AL 36526",10027000013,https://www.bcbe.org/dms,1,True,Validity is confirmed according to current tests.
Gulf Shores Middle School,"450 E 15th Ave, Gulf Shores, AL 36542",10027000023,https://www.gsboe.org/gsms,1,True,Validity is confirmed according to current tests.
Robertsdale High School,"21630 Highway 59 South, Robertsdale, AL 36567",10027000024,https://www.bcbe.org/rhs,5,True,Validity is confirmed according to current tests.
W J Carroll Intermediate School,"1000 Main St, Daphne, AL 36526",10027000056,https://www.bcbe.org/carroll,1,True,Validity is confirmed according to current tests.
Elberta High School,"13355main Street, Elberta, AL 36530",10027000057,https://www.bcbe.org/elbertahigh,1,True,Validity is confirmed according to current tests.
Elsanor School,"23440 US Highway 90, Robertsdale, AL 36567",10027000058,https://www.bcbe.org/elsanor,1,False,School String not found in website.
Fairhope Middle School,"Two Pirate Drive, Fairhope, AL 36532",10027000059,https://www.bcbe.org/fms,1,True,Validity is confirmed according to current tests.
Foley Middle School,"200 N Oak St, Foley, AL 36535",10027000060,https://www.bcbe.org/Domain/86,1,True,Validity is confirmed according to current tests.
Perdido Elementary School,"23589 County Road 47, Perdido, AL 36562",10027000062,https://www.bcbe.org/perdido,1,False,School String not found in website.
Rosinton School,"19757 County Road 64, Robertsdale, AL 36567",10027000065,https://www.bcbe.org/rosinton,1,True,Validity is confirmed according to current tests.
Silverhill School,"15800 4th Ave, Silverhill, AL 36576",10027000066,https://www.homesnap.com/schools/AL/Silverhill/Silverhill_School,5,False,School String not found in website.
Spanish Fort Elementary School,"30900 State Highway 225, Spanish Fort, AL 36527",10027000067,https://www.bcbe.org/Domain/114,1,False,School String not found in website.
Stapleton School,"35480 Harriot Avestap, Stapleton, AL 36578",10027000068,https://elementaryschools.org/directory/al/cities/stapleton/stapleton-school/10027000068/,7,False,Query Ranking > 5
Summerdale School,"400 E Broadway, Summerdale, AL 36580",10027000069,https://www.bcbe.org/summerdale,1,True,Validity is confirmed according to current tests.
Swift Elementary School,"6330 Bon Secour Hwy, Bon Secour, AL 36511",10027000070,https://www.bcbe.org/swift,1,False,School String not found in website.
Fairhope High School,"18800 Greeno Rd, Fairhope, AL 36532",10027000100,https://www.bcbe.org/fhs,7,False,Query Ranking > 5
Central Baldwin Middle School,"24545 State Highway 59, Robertsdale, AL 36576",10027000162,https://www.bcbe.org/cbms,1,True,Validity is confirmed according to current tests.
Orange Beach Elementary School,"4900 Wilson Blvd, Orange Beach, AL 36561",10027000549,https://www.bcbe.org/orangebeach,1,True,Validity is confirmed according to current tests.
Rockwell Elementary School,"10183 US Highway 31, Spanish Fort, AL 36527",10027000550,https://www.bcbe.org/rockwell,1,True,Validity is confirmed according to current tests.
Elberta Elementary School,"25820 Highway 98, Elberta, AL 36530",10027000625,https://www.bcbe.org/elberta,1,False,School String not found in website.
Gulf Shores High School,"600 E 15th Ave, Gulf Shores, AL 36542",10027000641,https://www.gsboe.org/gshs/departments,1,False,School String not found in website.
Magnolia School,"1 Jaguar Loop, Foley, AL 36535",10027000648,https://www.bcbe.org/magnolia,1,True,Validity is confirmed according to current tests.
J Larry Newton School,"9761 County Road 32, Fairhope, AL 36532",10027000660,https://www.bcbe.org/newton,1,False,School String not found in website.
North Baldwin Center For Technology,"505 Dr Martin Luther King Blvd, Bay Minette, AL 36507",10027000664,https://www.bcbe.org/nbct,1,True,Validity is confirmed according to current tests.
South Baldwin Center For Technology,"19200 Carolina Street, Robertsdale, AL 36567",10027000665,https://www.bcbe.org/sbct,1,True,Validity is confirmed according to current tests.
Gulf Shores Elementary School,"1600 East 3rd St, Gulf Shores, AL 36542",10027001477,https://www.gsboe.org/gses,1,True,Validity is confirmed according to current tests.
Bay Minette Elementary School,"800 Blackburn Ave, Bay Minette, AL 36507",10027001708,https://www.bcbe.org/bme,3,False,School String not found in website.
Daphne Elementary School,"2307 Main St, Daphne, AL 36526",10027001709,https://www.bcbe.org/de,1,True,Validity is confirmed according to current tests.
Fairhope Intermediate School,"2 N Bishop Rd, Fairhope, AL 36532",10027001710,https://www.homesnap.com/schools/AL/Fairhope/Fairhope_Intermediate_School,9,False,Query Ranking > 5
Fairhope Elementary School,"408 N Section Street, Fairhope, AL 36532",10027001711,https://www.bcbe.org/fairhopewestelementary,1,False,School String not found in website.
Foley Elementary School,"450 N Cedar Street, Foley, AL 36535",10027001712,https://www.bcbe.org/Domain/103,1,True,Validity is confirmed according to current tests.
Foley Intermediate School,"2000 S Cedar St, Foley, AL 36535",10027001713,https://elementaryschools.org/directory/al/cities/foley/foley-intermediate-school/10027001713/,10,False,Query Ranking > 5
Loxley Elementary School,"4999 South Magnolia St, Loxley, AL 36551",10027001714,https://www.bcbe.org/loxleyelem,1,True,Validity is confirmed according to current tests.
Pine Grove Elementary School,"43980 Pine Grove Rd, Bay Minette, AL 36507",10027001715,https://www.bcbe.org/pinegrove,1,False,School String not found in website.
Robertsdale Elementary School,"1 Cub Drive, Robertsdale, AL 36567",10027001716,https://www.bcbe.org/robertsdaleelem,1,True,Validity is confirmed according to current tests.
Daphne High School,"9300 Champions Way, Daphne, AL 36526",10027001759,https://www.bcbe.org/dhs,1,True,Validity is confirmed according to current tests.
Delta Elementary School,"10251 White House Fork Rd, Bay Minette, AL 36507",10027001783,https://www.bcbe.org/delta,1,False,School String not found in website.
Foley High School,"1 Pride Pl, Foley, AL 36535",10027001784,https://www.bcbe.org/foley,1,True,Validity is confirmed according to current tests.
Baldwin County High School,"One Tiger Dr, Bay Minette, AL 36507",10027001810,https://www.bcbe.org/bchs,1,True,Validity is confirmed according to current tests.
Bay Minette Middle School,"1311 W 13th Street, Bay Minette, AL 36507",10027001859,https://www.bcbe.org/domain/78,1,True,Validity is confirmed according to current tests.
Spanish Fort Middle School,"33899 Jimmy Faulkner Drive, Spanish Fort, AL 36527",10027001888,https://www.bcbe.org/sfms,1,True,Validity is confirmed according to current tests.
